英語名,選手名,ポジション,所属チーム,身長,体重,生年月日,年齢,高校,大学,出身校・チーム歴(全文),カテゴリ,リーグワンキャップ数,URL,Text_Detail,キャリア遍歴,代表キャップ数,International_Caps,Scraped_Url,Full_Career
Yongchol Kim,金 勇哲,HO,清水建設江東ブルーシャークス（2025-26）,174,98,2002.11.12,23,大阪朝鮮高校,明治大学,大阪朝鮮高等学校 明治大学,A,0,https://league-one.jp/player/484209,,,,,,No Data
Naohiro Aso,麻生 尚宏,PR,清水建設江東ブルーシャークス（2025-26）,182,112,2002.06.10,23,桐蔭学園高校,筑波大学,桐蔭学園高等学校 筑波大学,A,0,https://league-one.jp/player/484210,,,,,,No Data
Jui Nakamori,中森 樹生,PR,清水建設江東ブルーシャークス（2025-26）,179,99,2002.04.14,23,御所実業高校,立正大学,御所実業高校 立正大学,A,1,https://league-one.jp/player/484211,,,,,,25/26 Japan Rugby League One - Division 2 (2G) -> 24/25 Japan Rugby League One - Division 2 (1G)
Essendon Tuitupou,エッセンドン ・トゥイトゥポウ,WTB,清水建設江東ブルーシャークス（2025-26）,188,88,2003.12.14,22,KelstonBoysHighSchool,,KelstonBoysHighSchool,B,16,https://league-one.jp/player/484212,,,,,,25/26 Japan Rugby League One - Division 2 (4G/3T) -> 24/25 Japan Rugby League One - Division 2 (14G/2T)
Terrence Hepetema,テレンス ・へプテマ,CTB,清水建設江東ブルーシャークス（2025-26）,183,95,1992.01.03,34,ManaCollege,,ManaCollege,B,8,https://league-one.jp/player/484213,,,,,,25/26 Japan Rugby League One - Division 2 (5G) -> 24/25 Japan Rugby League One - Division 2 (7G/2T) -> 23/24 Grenoble (6G) -> Top 14 0 0 1 (1G) -> 22/23 Grenoble (21G/3T) -> 21/22 London Irish (10G/2T) -> Premiership Rugby Cup 1 0 0 (1G) -> Challenge Cup 1 0 0  -> 20/21 London Irish (9G) -> Challenge Cup 1 0 1 (1G) -> 19/20 Premiership Rugby Cup (2G/1T) -> Premiership 5 1 8  -> Challenge Cup 1 0 2  -> 17/18 Super Rugby (3G/1T) -> 13/14 Heineken Cup (2G) -> Premiership 0 0 3 
Noah Foster,ノア ・フォスター,CTB,清水建設江東ブルーシャークス（2025-26）,180,95,1999.08.17,26,MountAlbertGrammarSchool,AucklandUniversity,MountAlbertGrammarSchool AucklandUniversity,B,6,https://league-one.jp/player/484214,,,,,,25/26 Japan Rugby League One - Division 2 (1G) -> 24/25 Japan Rugby League One - Division 2 (6G/2T) -> 22/23 Southland (6G) -> 21/22 Tasman (2G)
Hayden Cripps,クリップス ヘイデン,SO,清水建設江東ブルーシャークス（2025-26）,177,83,1990.10.30,35,Wellingtoncollege,Massey,Wellingtoncollege Massey,A,26,https://league-one.jp/player/484215,,,,,,25/26 Japan Rugby League One - Division 2 (1G) -> 24/25 Japan Rugby League One - Division 2 (9G) -> 23/24 Japan Rugby League One - Division 2 (9G/1T) -> 22/23 Japan Rugby League One - Division 2 (7G/1T) -> Japan Rugby League One - Division 1 0 0 2  -> 16/17 Super Rugby (7G/1T)
Sosiceni Tokoqio,トコキオ ソシセニ,No8,清水建設江東ブルーシャークス（2025-26）,189,125,1993.02.01,32,KelstonBoysHighSchool,山梨学院大学,KelstonBoysHighSchool 山梨学院大学,A,22,https://league-one.jp/player/484216,,,,,,25/26 Japan Rugby League One - Division 2 (3G) -> 24/25 Japan Rugby League One - Division 2 (11G/2T) -> 23/24 Japan Rugby League One - Division 1 (5G) -> 22/23 Japan Rugby League One - Division 1 (1G) -> 21/22 Japan Rugby League One - Division 1 (3G)
Ed Holmes,エド ・ホームズ,LO,清水建設江東ブルーシャークス（2025-26）,198,118,1995.12.27,30,TruroCollege,Plymouth,TruroCollege Plymouth,B,12,https://league-one.jp/player/484217,,,,,,25/26 Japan Rugby League One - Division 2 (4G) -> 24/25 Japan Rugby League One - Division 2 (10G/2T) -> 23/24 Premiership Rugby Cup (3G/1T) -> Premiership 0 0 2  -> Champions Cup 0 0 1  -> 22/23 Premiership (8G) -> Premiership Rugby Cup 2 0 0 (1G) -> 21/22 Premiership (8G) -> Premiership Rugby Cup 2 0 2  -> Champions Cup 2 0 0  -> 20/21 Premiership (15G) -> Champions Cup 1 0 2 (1G) -> 19/20 Premiership Rugby Cup (3G) -> Premiership 10 1 8 (2G) -> Challenge Cup 6 1 0 (1G) -> 18/19 Premiership (17G) -> Premiership Rugby Cup 1 0 0  -> Challenge Cup 2 0 1  -> 17/18 Anglo Welsh Cup (1G)
Yushi Takai,高井 優志,WTB,清水建設江東ブルーシャークス（2025-26）,175,80,2001.03.26,24,常翔学園高校,流通経済大学,常翔学園高校 流通経済大学,A,3,https://league-one.jp/player/484218,,,,,,25/26 Japan Rugby League One - Division 2 (1G) -> 24/25 Japan Rugby League One - Division 2 (3G)
Haruhiro Sakahara,坂原 春光,SH,清水建設江東ブルーシャークス（2025-26）,163,72,2001.02.27,24,東海大仰星高校,関西学院大学,東海大仰星高校 関西学院大学,A,9,https://league-one.jp/player/484219,,,,,,25/26 Japan Rugby League One - Division 2 (1G) -> 24/25 Japan Rugby League One - Division 2 (3G) -> 23/24 Japan Rugby League One - Division 3 (6G)
Daisuke Yamato,大和 大祐,PR,清水建設江東ブルーシャークス（2025-26）,180,120,2000.04.28,25,桐生第一高校,立教大学,桐生第一高校 立教大学,A,1,https://league-one.jp/player/484220,,,,,,23/24 Japan Rugby League One - Division 3 (1G)
Sanshiro Nomura,野村 三四郎,PR,清水建設江東ブルーシャークス（2025-26）,177,110,2000.09.02,25,西陵高校,京都産業大学,西陵高校 京都産業大学,A,25,https://league-one.jp/player/484221,,,,,,25/26 Japan Rugby League One - Division 2 (6G) -> 24/25 Japan Rugby League One - Division 2 (16G) -> 23/24 Japan Rugby League One - Division 3 (6G) -> 22/23 Japan Rugby League One - Division 2 (1G)
Uha Lee,李 優河,PR,清水建設江東ブルーシャークス（2025-26）,179,114,2001.02.28,24,大阪朝鮮高校,同志社大学,大阪朝鮮高校 同志社大学,A,28,https://league-one.jp/player/484222,,,,,,25/26 Japan Rugby League One - Division 2 (6G) -> 24/25 Japan Rugby League One - Division 2 (16G) -> 23/24 Japan Rugby League One - Division 3 (10G)
Soichiro Kuwata,桑田 宗一郎,SO,清水建設江東ブルーシャークス（2025-26）,170,74,2000.01.11,25,桐蔭学園高校,青山学院大学,桐蔭学園高校 青山学院大学,A,26,https://league-one.jp/player/484223,,,,,,25/26 Japan Rugby League One - Division 2 (2G/1T) -> 24/25 Japan Rugby League One - Division 2 (15G/1T) -> 23/24 Japan Rugby League One - Division 3 (3G/1T) -> 22/23 Japan Rugby League One - Division 2 (8G)
Tetsunori Osaki,大サキ,LO,清水建設江東ブルーシャークス（2025-26）,182,97,1999.04.26,26,国学院久我山高校,早稲田大学,国学院久我山高校 早稲田大学,A,8,https://league-one.jp/player/484224,,,,,,25/26 Japan Rugby League One - Division 2 (1G) -> 24/25 Japan Rugby League One - Division 2 (8G) -> 23/24 Japan Rugby League One - Division 3 (3G) -> 22/23 Japan Rugby League One - Division 2 (6G)
Yasuyuki Yamamoto,山本 泰之,HO,清水建設江東ブルーシャークス（2025-26）,170,95,2000.03.05,25,石見智翠館高校,天理大学,石見智翠館高校 天理大学,A,9,https://league-one.jp/player/484225,,,,,,24/25 Japan Rugby League One - Division 2 (5G) -> 23/24 Japan Rugby League One - Division 3 (4G/1T) -> 22/23 Japan Rugby League One - Division 2 (1G)
Kaito Tamori,田森 海音,HO,清水建設江東ブルーシャークス（2025-26）,180,93,1999.06.04,26,長崎北陽台高校,明治大学,長崎北陽台高校 明治大学,A,33,https://league-one.jp/player/484226,,,'19 U20,,,25/26 Japan Rugby League One - Division 2 (4G) -> 24/25 Japan Rugby League One - Division 2 (13G/1T) -> 23/24 Japan Rugby League One - Division 3 (9G/3T) -> 22/23 Japan Rugby League One - Division 2 (11G/1T)
Taketo Yoshikawa,吉川 豪人,PR,清水建設江東ブルーシャークス（2025-26）,178,106,2000.01.05,26,大阪学院大学高校,流通経済大学,大阪学院大学高校 流通経済大学,A,4,https://league-one.jp/player/484227,,,,,,25/26 Japan Rugby League One - Division 2 (1G) -> 23/24 Japan Rugby League One - Division 3 (3G) -> 21/22 Japan Rugby League One - Division 3 (1G)
Ryota Saito,齊藤 遼太,PR,清水建設江東ブルーシャークス（2025-26）,182,114,1999.07.13,26,関西学院高校,関西学院大学,関西学院高校 関西学院大学,A,29,https://league-one.jp/player/484228,,,,,,25/26 Japan Rugby League One - Division 2 (4G) -> 24/25 Japan Rugby League One - Division 2 (12G) -> 23/24 Japan Rugby League One - Division 3 (8G/1T) -> 22/23 Japan Rugby League One - Division 2 (9G/2T) -> 21/22 Japan Rugby League One - Division 3 (1G)
Usa Baleilautoka,ウサ ・バレイラウトカ,PR,清水建設江東ブルーシャークス（2025-26）,177,104,1996.06.27,29,KelstonBoysHighSchool,立正大学,KelstonBoysHighSchool 立正大学,A,7,https://league-one.jp/player/484230,,,,,,25/26 Japan Rugby League One - Division 2 (5G) -> 23/24 Japan Rugby League One - Division 3 (7G/1T) -> 22/23 Japan Rugby League One - Division 2 (4G/1T)
Coenraad VanWyk,コンラッド ・バンワイク,FB,清水建設江東ブルーシャークス（2025-26）,184,93,1988.01.08,38,PaulRoosGymnasium,Stellenbosch,PaulRoosGymnasium Stellenbosch,A,46,https://league-one.jp/player/484231,,,,,,Not Found
Tatsuhiro Ozaki,尾ザキ,FB,清水建設江東ブルーシャークス（2025-26）,185,90,1995.08.13,30,桐蔭学園高校,法政大学,桐蔭学園高校 法政大学,A,38,https://league-one.jp/player/484232,,,,,,25/26 Japan Rugby League One - Division 2 (6G/2T) -> 24/25 Japan Rugby League One - Division 2 (13G/5T) -> 23/24 Japan Rugby League One - Division 3 (10G/1T) -> 22/23 Japan Rugby League One - Division 2 (8G) -> 21/22 Japan Rugby League One - Division 3 (4G/1T) -> Japan Rugby League One - Division 2 1 0 0 
Eiya Miyazaki,宮ザキ,WTB,清水建設江東ブルーシャークス（2025-26）,176,84,1996.06.05,29,長崎北陽台高校,明治大学,長崎北陽台高校 明治大学,A,4,https://league-one.jp/player/484233,,,,,,24/25 Japan Rugby League One - Division 2 (1G) -> 23/24 Japan Rugby League One - Division 3 (3G) -> 21/22 Japan Rugby League One - Division 3 (1G)
Ryota Noda,野田 涼太,CTB,清水建設江東ブルーシャークス（2025-26）,178,86,1996.09.15,29,天理高校,天理大学,天理高校 天理大学,A,25,https://league-one.jp/player/484234,,,,,,25/26 Japan Rugby League One - Division 2 (1G/1T) -> 24/25 Japan Rugby League One - Division 2 (2G/1T) -> 23/24 Japan Rugby League One - Division 3 (8G/5T) -> 22/23 Japan Rugby League One - Division 2 (5G/2T) -> 21/22 Japan Rugby League One - Division 3 (8G/2T) -> Japan Rugby League One - Division 2 2 0 0 (4G)
Takuya Kanemura,金村 拓耶,CTB,清水建設江東ブルーシャークス（2025-26）,178,88,1995.09.13,30,常翔啓光学園高校,朝日大学,常翔啓光学園高校 朝日大学,A,5,https://league-one.jp/player/484235,,,,,,23/24 Japan Rugby League One - Division 3 (4G/1T) -> 21/22 Japan Rugby League One - Division 3 (1G)
Masaya Yamada,山田 雅也,SO,清水建設江東ブルーシャークス（2025-26）,171,82,1998.07.03,27,桐蔭学園高校,筑波大学,桐蔭学園高校 筑波大学,A,5,https://league-one.jp/player/484236,,,,,,25/26 Japan Rugby League One - Division 2 (1G) -> 24/25 Japan Rugby League One - Division 2 (1G) -> 23/24 Japan Rugby League One - Division 3 (3G) -> 21/22 Japan Rugby League One - Division 3 (1G)
Reijiro Usui,臼井 礼二朗,SH,清水建設江東ブルーシャークス（2025-26）,171,75,1998.09.06,27,天理高校,天理大学,天理高校 天理大学,A,29,https://league-one.jp/player/484237,,,,,,24/25 Japan Rugby League One - Division 2 (11G) -> 23/24 Japan Rugby League One - Division 3 (4G) -> 22/23 Japan Rugby League One - Division 2 (4G) -> 21/22 Japan Rugby League One - Division 3 (10G/1T) -> Japan Rugby League One - Division 2 2 0 0 
Yutaro Shirako,白子 雄太郎,No8,清水建設江東ブルーシャークス（2025-26）,184,98,1993.01.10,32,慶應義塾高校,慶應義塾大学,慶應義塾高校 慶應義塾大学,A,33,https://league-one.jp/player/484238,,,,,,25/26 Japan Rugby League One - Division 2 (1G) -> 24/25 Japan Rugby League One - Division 2 (7G) -> 23/24 Japan Rugby League One - Division 3 (8G/1T) -> 22/23 Japan Rugby League One - Division 2 (10G) -> 21/22 Japan Rugby League One - Division 3 (6G) -> Japan Rugby League One - Division 2 2 0 0 
Ginjiro Hase,長谷 銀次朗,FL,清水建設江東ブルーシャークス（2025-26）,180,95,1998.08.04,27,御所実業高校,日本大学,御所実業高校 日本大学,A,23,https://league-one.jp/player/484239,,,,,,25/26 Japan Rugby League One - Division 2 (5G/2T) -> 23/24 Japan Rugby League One - Division 3 (1G) -> 22/23 Japan Rugby League One - Division 2 (10G/1T) -> 21/22 Japan Rugby League One - Division 3 (8G/1T) -> Japan Rugby League One - Division 2 2 0 0 (2G)
Kodai Takahashi,高橋 広大,FL,清水建設江東ブルーシャークス（2025-26）,184,102,1998.05.09,27,桐蔭学園高校,明治大学,桐蔭学園高校 明治大学,A,22,https://league-one.jp/player/484240,,,,,,Not Found
Haruki Matsudo,松土 治樹,FL,清水建設江東ブルーシャークス（2025-26）,180,96,1996.01.06,30,日川高校,専修大学,日川高校 専修大学,A,24,https://league-one.jp/player/484241,,,,,,25/26 Japan Rugby League One - Division 2 (1G) -> 24/25 Japan Rugby League One - Division 2 (3G) -> 23/24 Japan Rugby League One - Division 3 (9G/1T) -> 22/23 Japan Rugby League One - Division 2 (4G) -> 21/22 Japan Rugby League One - Division 3 (7G) -> Japan Rugby League One - Division 2 2 0 0 (1G)
Suguru Hidaka,日高 駿,LO,清水建設江東ブルーシャークス（2025-26）,191,108,1990.02.15,35,筑紫高校,明治大学,筑紫高校 明治大学,A,24,https://league-one.jp/player/484242,,,,,,24/25 Japan Rugby League One - Division 2 (4G) -> 23/24 Japan Rugby League One - Division 3 (8G/1T) -> 22/23 Japan Rugby League One - Division 2 (2G) -> 21/22 Japan Rugby League One - Division 3 (10G) -> Japan Rugby League One - Division 2 2 0 0 
Ryota Sakino,崎野 諒太,LO,清水建設江東ブルーシャークス（2025-26）,185,103,1990.02.05,35,小倉高校,筑波大学,小倉高校 筑波大学,A,8,https://league-one.jp/player/484243,,,,,,23/24 Japan Rugby League One - Division 3 (4G/1T) -> 22/23 Japan Rugby League One - Division 2 (3G) -> 21/22 Japan Rugby League One - Division 3 (2G)
Riki Tanaka,田中 利輝,FL,清水建設江東ブルーシャークス（2025-26）,176,95,1998.10.18,27,東海大仰星高校,京都産業大学,東海大仰星高校 京都産業大学,A,8,https://league-one.jp/player/484244,,,,,,23/24 Japan Rugby League One - Division 3 (3G/1T) -> 21/22 Japan Rugby League One - Division 3 (5G/1T)
Kumpei Onishi,大西 訓平,HO,清水建設江東ブルーシャークス（2025-26）,177,100,1996.04.26,29,國學院久我山高校,筑波大学,國學院久我山高校 筑波大学,A,3,https://league-one.jp/player/484245,,,,,,23/24 Japan Rugby League One - Division 3 (1G) -> 21/22 Japan Rugby League One - Division 3 (2G)
Naomichi Tatekawa,立川 直道,HO,清水建設江東ブルーシャークス（2025-26）,174,96,1988.10.31,37,天理高校,天理大学,天理高校 天理大学,A,44,https://league-one.jp/player/484246,,,,,,25/26 Japan Rugby League One - Division 2 (4G) -> 24/25 Japan Rugby League One - Division 2 (14G) -> 23/24 Japan Rugby League One - Division 3 (9G/3T) -> 22/23 Japan Rugby League One - Division 2 (10G/1T) -> 21/22 Japan Rugby League One - Division 3 (7G/2T) -> Japan Rugby League One - Division 2 2 0 0 
Takatoshi Sugawara,菅原 崇聖,PR,清水建設江東ブルーシャークス（2025-26）,175,105,1987.03.13,38,函館ラ・サール高校,同志社大学,函館ラ・サール高校 同志社大学,A,26,https://league-one.jp/player/484247,,,,,,24/25 Japan Rugby League One - Division 2 (1G) -> 23/24 Japan Rugby League One - Division 3 (9G) -> 22/23 Japan Rugby League One - Division 2 (4G) -> 21/22 Japan Rugby League One - Division 3 (11G/1T) -> Japan Rugby League One - Division 2 2 0 0 
Daiki Shimura,志村 太基,PR,清水建設江東ブルーシャークス（2025-26）,170,100,1995.09.06,30,桐蔭学園高校,成蹊大学,桐蔭学園高校 成蹊大学,A,16,https://league-one.jp/player/484248,,,,,,24/25 Japan Rugby League One - Division 2 (4G) -> 23/24 Japan Rugby League One - Division 3 (2G) -> 22/23 Japan Rugby League One - Division 2 (8G) -> 21/22 Japan Rugby League One - Division 3 (2G)
Tom Rowe,トム ・ロウ,LO,清水建設江東ブルーシャークス（2025-26）,200,110,1991.02.21,34,Otagoboyshighschool,Otagouniversity,Otagoboyshighschool Otagouniversity,A,39,https://league-one.jp/player/484249,,,,,,25/26 Japan Rugby League One - Division 2 (6G) -> 24/25 Japan Rugby League One - Division 2 (10G/1T) -> 23/24 Japan Rugby League One - Division 3 (8G) -> 22/23 Japan Rugby League One - Division 3 (9G/2T) -> Japan Rugby League One - Division 2 1 0 1 (1G) -> 21/22 Japan Rugby League One - Division 3 (8G) -> 18/19 Super Rugby (12G/1T)
Shinya Nara,奈良 真弥,PR,清水建設江東ブルーシャークス（2025-26）,180,105,2001.08.31,24,秋田工業高校,天理大学,秋田工業高校 天理大学,A,5,https://league-one.jp/player/484250,,,,,,24/25 Japan Rugby League One - Division 2 (3G) -> 23/24 Japan Rugby League One - Division 3 (2G)
Koyo Adachi,安達 航洋,LO,清水建設江東ブルーシャークス（2025-26）,190,107,2002.02.09,23,桐蔭学園高校,東京学芸大学,桐蔭学園高校 東京学芸大学,A,17,https://league-one.jp/player/484251,,,,,,25/26 Japan Rugby League One - Division 2 (5G) -> 24/25 Japan Rugby League One - Division 2 (14G/4T) -> 23/24 Japan Rugby League One - Division 3 (2G/1T)
Tatsuya Kanetsuki,金築 達也,SH,清水建設江東ブルーシャークス（2025-26）,181,80,2001.08.09,24,報徳学園高校,関西学院大学,報徳学園高校 関西学院大学,A,18,https://league-one.jp/player/484252,,,,,,25/26 Japan Rugby League One - Division 2 (6G) -> 24/25 Japan Rugby League One - Division 2 (13G/2T) -> 23/24 Japan Rugby League One - Division 3 (3G)
Maito Matsuo,松尾 磨人,SH,清水建設江東ブルーシャークス（2025-26）,173,78,2001.07.02,24,TheSouthportSchool,同志社大学,TheSouthportSchool 同志社大学,A,0,https://league-one.jp/player/484253,,,,,,No Data
