闍ｱ隱槫錐,驕ｸ謇句錐,繝昴ず繧ｷ繝ｧ繝ｳ,謇螻槭メ繝ｼ繝,霄ｫ髟ｷ,菴馴㍾,逕溷ｹｴ譛域律,蟷ｴ鮨｢,鬮俶｡,螟ｧ蟄ｦ,蜃ｺ霄ｫ譬｡繝ｻ繝√ｼ繝豁ｴ(蜈ｨ譁),繧ｫ繝ざ繝ｪ,繝ｪ繝ｼ繧ｰ繝ｯ繝ｳ繧ｭ繝｣繝謨ｰ,URL,Text_Detail,繧ｭ繝｣繝ｪ繧｢驕肴ｭｴ,莉｣陦ｨ繧ｭ繝｣繝謨ｰ,International_Caps,Scraped_Url
Billy Burns,繝薙Μ繝ｼ 繝ｻ繝舌ｼ繝ｳ繧ｺ,SO,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,183,87,1994.06.13,31,BeechenCliffSchool鬮俶｡,HartpuryCollege螟ｧ蟄ｦ,BeechenCliffSchool HartpuryCollege,C,2,https://league-one.jp/player/484203,,,,,
Ika Motulalo Takau,繧､繧ｫ 繝ｻ繝｢繝Λ繝ｭ繝ｻ繧ｿ繧ｫ繧ｦ,LO,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,189,113,1995.01.09,30,TupouCollege鬮俶｡,豬夂ｵ梧ｸ亥､ｧ蟄ｦ,TupouCollege 豬夂ｵ梧ｸ亥､ｧ蟄ｦ,A,12,https://league-one.jp/player/484204,,,,,
Mahe Vailanu,繝槭 繝ｻ繝ｴ繧｡繧､繝ｩ繝,HO,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,175,109,1997.01.25,28,AucklandGrammarSchool鬮俶｡,,AucklandGrammarSchool,B,1,https://league-one.jp/player/484205,,,,,
Genta Nishibata,隘ｿ遶ｯ 邇ｱｰ,FB,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,176,82,2002.07.21,23,譚ｱ遖丞ｲ｡鬮俶｡,霑醍柄螟ｧ蟄ｦ,譚ｱ遖丞ｲ｡鬮俶｡ 霑醍柄螟ｧ蟄ｦ,A,3,https://league-one.jp/player/484206,,,,,
Tatsuya Fujioka,阯､蟯｡ 遶應ｹ,CTB,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,183,95,2003.03.13,22,豬ｪ騾滄ｫ倡ｭ牙ｭｦ譬｡,霑醍柄螟ｧ蟄ｦ,豬ｪ騾滄ｫ倡ｭ牙ｭｦ譬｡ 霑醍柄螟ｧ蟄ｦ,A,11,https://league-one.jp/player/484207,,,,,
Daichi Sato,菴占陸 螟ｧ蝨ｰ,LO,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,185,103,2003.01.26,22,蝨句ｭｸ髯｢譬惠鬮倡ｭ牙ｭｦ譬｡,譏取ｲｻ螟ｧ蟄ｦ,蝨句ｭｸ髯｢譬惠鬮倡ｭ牙ｭｦ譬｡ 譏取ｲｻ螟ｧ蟄ｦ,A,2,https://league-one.jp/player/484208,,,,,
Yongchol Kim,驥 蜍㍾憧,HO,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,174,98,2002.11.12,23,螟ｧ髦ｪ譛晞ｮｮ鬮倡ｭ牙ｭｦ譬｡,譏取ｲｻ螟ｧ蟄ｦ,螟ｧ髦ｪ譛晞ｮｮ鬮倡ｭ牙ｭｦ譬｡ 譏取ｲｻ螟ｧ蟄ｦ,A,0,https://league-one.jp/player/484209,,,,,
Naohiro Aso,鮗ｻ逕 蟆壼ｮ,PR,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,182,112,2002.06.10,23,譯占発蟄ｦ蝨帝ｫ倡ｭ牙ｭｦ譬｡,遲第ｳ｢螟ｧ蟄ｦ,譯占発蟄ｦ蝨帝ｫ倡ｭ牙ｭｦ譬｡ 遲第ｳ｢螟ｧ蟄ｦ,A,0,https://league-one.jp/player/484210,,,,,
Jui Nakamori,荳ｭ譽ｮ 讓ｹ逕,PR,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,179,99,2002.04.14,23,蠕｡謇螳滓･ｭ鬮俶｡,遶区ｭ｣螟ｧ蟄ｦ,蠕｡謇螳滓･ｭ鬮俶｡ 遶区ｭ｣螟ｧ蟄ｦ,A,1,https://league-one.jp/player/484211,,,,,
Essendon Tuitupou,繧ｨ繝そ繝ｳ繝峨Φ 繝ｻ繝医ぇ繧､繝医ぇ繝昴え,WTB,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,188,88,2003.12.14,22,KelstonBoysHighSchool鬮俶｡,,KelstonBoysHighSchool,B,16,https://league-one.jp/player/484212,,,,,
Terrence Hepetema,繝Ξ繝ｳ繧ｹ 繝ｻ縺ｸ繝励ユ繝,CTB,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,183,95,1992.01.03,34,ManaCollege鬮俶｡,,ManaCollege,B,8,https://league-one.jp/player/484213,,,,,
Noah Foster,繝弱い 繝ｻ繝輔か繧ｹ繧ｿ繝ｼ,CTB,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,180,95,1999.08.17,26,MountAlbertGrammarSchool鬮俶｡,AucklandUniversity螟ｧ蟄ｦ,MountAlbertGrammarSchool AucklandUniversity,B,6,https://league-one.jp/player/484214,,,,,
Hayden Cripps,繧ｯ繝ｪ繝繧ｹ 繝倥う繝Φ,SO,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,177,83,1990.10.30,35,Wellingtoncollege鬮俶｡,Massey螟ｧ蟄ｦ,Wellingtoncollege Massey,A,26,https://league-one.jp/player/484215,,,,,
Sosiceni Tokoqio,繝医さ繧ｭ繧ｪ 繧ｽ繧ｷ繧ｻ繝,,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,189,125,1993.02.01,32,KelstonBoysHighSchool鬮俶｡,螻ｱ譴ｨ蟄ｦ髯｢螟ｧ蟄ｦ,KelstonBoysHighSchool 螻ｱ譴ｨ蟄ｦ髯｢螟ｧ蟄ｦ,A,22,https://league-one.jp/player/484216,,,,,
Ed Holmes,繧ｨ繝 繝ｻ繝帙ｼ繝繧ｺ,LO,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,198,118,1995.12.27,30,TruroCollege鬮俶｡,Plymouth螟ｧ蟄ｦ,TruroCollege Plymouth,B,12,https://league-one.jp/player/484217,,,,,
Yushi Takai,鬮倅ｺ 蜆ｪ蠢,WTB,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,175,80,2001.03.26,24,蟶ｸ鄙泌ｭｦ蝨帝ｫ俶｡,豬夂ｵ梧ｸ亥､ｧ蟄ｦ,蟶ｸ鄙泌ｭｦ蝨帝ｫ俶｡ 豬夂ｵ梧ｸ亥､ｧ蟄ｦ,A,3,https://league-one.jp/player/484218,,,,,
Haruhiro Sakahara,蝮ょ次 譏･蜈,SH,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,163,72,2001.02.27,24,譚ｱ豬ｷ螟ｧ莉ｰ譏滄ｫ俶｡,髢｢隘ｿ蟄ｦ髯｢螟ｧ蟄ｦ,譚ｱ豬ｷ螟ｧ莉ｰ譏滄ｫ俶｡ 髢｢隘ｿ蟄ｦ髯｢螟ｧ蟄ｦ,A,9,https://league-one.jp/player/484219,,,,,
Daisuke Yamato,螟ｧ蜥 螟ｧ逾,PR,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,180,120,2000.04.28,25,譯千函隨ｬ荳鬮俶｡,遶区蕗螟ｧ蟄ｦ,譯千函隨ｬ荳鬮俶｡ 遶区蕗螟ｧ蟄ｦ,A,1,https://league-one.jp/player/484220,,,,,
Sanshiro Nomura,驥取搗 荳牙屁驛,PR,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,177,110,2000.09.02,25,隘ｿ髯ｵ鬮俶｡,莠ｬ驛ｽ逕｣讌ｭ螟ｧ蟄ｦ,隘ｿ髯ｵ鬮俶｡ 莠ｬ驛ｽ逕｣讌ｭ螟ｧ蟄ｦ,A,25,https://league-one.jp/player/484221,,,,,
Uha Lee,譚 蜆ｪ豐ｳ,PR,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,179,114,2001.02.28,24,螟ｧ髦ｪ譛晞ｮｮ鬮俶｡,蜷悟ｿ礼､ｾ螟ｧ蟄ｦ,螟ｧ髦ｪ譛晞ｮｮ鬮俶｡ 蜷悟ｿ礼､ｾ螟ｧ蟄ｦ,A,28,https://league-one.jp/player/484222,,,,,
Soichiro Kuwata,譯醍伐 螳嶺ｸ驛,SO,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,170,74,2000.01.11,25,譯占発蟄ｦ蝨帝ｫ俶｡,髱貞ｱｱ蟄ｦ髯｢螟ｧ蟄ｦ,譯占発蟄ｦ蝨帝ｫ俶｡ 髱貞ｱｱ蟄ｦ髯｢螟ｧ蟄ｦ,A,26,https://league-one.jp/player/484223,,,,,
Tetsunori Osaki,螟ｧ繧ｵ繧ｭ,LO,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,182,97,1999.04.26,26,蝗ｽ蟄ｦ髯｢荵⒧螻ｱ鬮俶｡,譌ｩ遞ｲ逕ｰ螟ｧ蟄ｦ,蝗ｽ蟄ｦ髯｢荵⒧螻ｱ鬮俶｡ 譌ｩ遞ｲ逕ｰ螟ｧ蟄ｦ,A,8,https://league-one.jp/player/484224,,,,,
Yasuyuki Yamamoto,螻ｱ譛ｬ 豕ｰ荵,HO,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,170,95,2000.03.05,25,遏ｳ隕区匱鄙鬢ｨ鬮俶｡,螟ｩ逅､ｧ蟄ｦ,遏ｳ隕区匱鄙鬢ｨ鬮俶｡ 螟ｩ逅､ｧ蟄ｦ,A,9,https://league-one.jp/player/484225,,,,,
Kaito Tamori,逕ｰ譽ｮ 豬ｷ髻ｳ,HO,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,180,93,1999.06.04,26,髟ｷ蟠主圏髯ｽ蜿ｰ鬮俶｡,譏取ｲｻ螟ｧ蟄ｦ,髟ｷ蟠主圏髯ｽ蜿ｰ鬮俶｡ 譏取ｲｻ螟ｧ蟄ｦ,A,33,https://league-one.jp/player/484226,,,'19 U20,,
Taketo Yoshikawa,蜷牙ｷ 雎ｪ莠ｺ,PR,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,178,106,2000.01.05,26,螟ｧ髦ｪ蟄ｦ髯｢螟ｧ蟄ｦ鬮俶｡,豬夂ｵ梧ｸ亥､ｧ蟄ｦ,螟ｧ髦ｪ蟄ｦ髯｢螟ｧ蟄ｦ鬮俶｡ 豬夂ｵ梧ｸ亥､ｧ蟄ｦ,A,4,https://league-one.jp/player/484227,,,,,
Ryota Saito,鮨願陸 驕ｼ螟ｪ,PR,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,182,114,1999.07.13,26,髢｢隘ｿ蟄ｦ髯｢鬮俶｡,髢｢隘ｿ蟄ｦ髯｢螟ｧ蟄ｦ,髢｢隘ｿ蟄ｦ髯｢鬮俶｡ 髢｢隘ｿ蟄ｦ髯｢螟ｧ蟄ｦ,A,29,https://league-one.jp/player/484228,,,,,
Usa Baleilautoka,繧ｦ繧ｵ 繝ｻ繝舌Ξ繧､繝ｩ繧ｦ繝医き,PR,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,177,104,1996.06.27,29,KelstonBoysHighSchool鬮俶｡,遶区ｭ｣螟ｧ蟄ｦ,KelstonBoysHighSchool 遶区ｭ｣螟ｧ蟄ｦ,A,7,https://league-one.jp/player/484230,,,,,
Coenraad VanWyk,繧ｳ繝ｳ繝ｩ繝ラ 繝ｻ繝舌Φ繝ｯ繧､繧ｯ,FB,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,184,93,1988.01.08,38,PaulRoosGymnasium鬮俶｡,Stellenbosch螟ｧ蟄ｦ,PaulRoosGymnasium Stellenbosch,A,46,https://league-one.jp/player/484231,,,,,
Tatsuhiro Ozaki,蟆ｾ繧ｶ繧ｭ,FB,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,185,90,1995.08.13,30,譯占発蟄ｦ蝨帝ｫ俶｡,豕墓帆螟ｧ蟄ｦ,譯占発蟄ｦ蝨帝ｫ俶｡ 豕墓帆螟ｧ蟄ｦ,A,38,https://league-one.jp/player/484232,,,,,
Eiya Miyazaki,螳ｮ繧ｶ繧ｭ,WTB,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,176,84,1996.06.05,29,髟ｷ蟠主圏髯ｽ蜿ｰ鬮俶｡,譏取ｲｻ螟ｧ蟄ｦ,髟ｷ蟠主圏髯ｽ蜿ｰ鬮俶｡ 譏取ｲｻ螟ｧ蟄ｦ,A,4,https://league-one.jp/player/484233,,,,,
Ryota Noda,驥守伐 豸ｼ螟ｪ,CTB,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,178,86,1996.09.15,29,螟ｩ逅ｫ俶｡,螟ｩ逅､ｧ蟄ｦ,螟ｩ逅ｫ俶｡ 螟ｩ逅､ｧ蟄ｦ,A,25,https://league-one.jp/player/484234,,,,,
Takuya Kanemura,驥第搗 諡楢ｶ,CTB,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,178,88,1995.09.13,30,蟶ｸ鄙泌蕪蜈牙ｭｦ蝨帝ｫ俶｡,譛晄律螟ｧ蟄ｦ,蟶ｸ鄙泌蕪蜈牙ｭｦ蝨帝ｫ俶｡ 譛晄律螟ｧ蟄ｦ,A,5,https://league-one.jp/player/484235,,,,,
Masaya Yamada,螻ｱ逕ｰ 髮⒥ｹ,SO,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,171,82,1998.07.03,27,譯占発蟄ｦ蝨帝ｫ俶｡,遲第ｳ｢螟ｧ蟄ｦ,譯占発蟄ｦ蝨帝ｫ俶｡ 遲第ｳ｢螟ｧ蟄ｦ,A,5,https://league-one.jp/player/484236,,,,,
Reijiro Usui,閾ｼ莠 遉ｼ莠梧恬,SH,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,171,75,1998.09.06,27,螟ｩ逅ｫ俶｡,螟ｩ逅､ｧ蟄ｦ,螟ｩ逅ｫ俶｡ 螟ｩ逅､ｧ蟄ｦ,A,29,https://league-one.jp/player/484237,,,,,
Yutaro Shirako,逋ｽ蟄 髮､ｪ驛,,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,184,98,1993.01.10,32,諷ｶ諛臥ｾｩ蝪ｾ鬮俶｡,諷ｶ諛臥ｾｩ蝪ｾ螟ｧ蟄ｦ,諷ｶ諛臥ｾｩ蝪ｾ鬮俶｡ 諷ｶ諛臥ｾｩ蝪ｾ螟ｧ蟄ｦ,A,33,https://league-one.jp/player/484238,,,,,
Ginjiro Hase,髟ｷ隹ｷ 驫谺｡譛,FL,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,180,95,1998.08.04,27,蠕｡謇螳滓･ｭ鬮俶｡,譌･譛ｬ螟ｧ蟄ｦ,蠕｡謇螳滓･ｭ鬮俶｡ 譌･譛ｬ螟ｧ蟄ｦ,A,23,https://league-one.jp/player/484239,,,,,
Kodai Takahashi,鬮俶ｩ 蠎､ｧ,FL,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,184,102,1998.05.09,27,譯占発蟄ｦ蝨帝ｫ俶｡,譏取ｲｻ螟ｧ蟄ｦ,譯占発蟄ｦ蝨帝ｫ俶｡ 譏取ｲｻ螟ｧ蟄ｦ,A,22,https://league-one.jp/player/484240,,,,,
Haruki Matsudo,譚ｾ蝨 豐ｻ讓ｹ,FL,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,180,96,1996.01.06,30,譌･蟾晞ｫ俶｡,蟆ゆｿｮ螟ｧ蟄ｦ,譌･蟾晞ｫ俶｡ 蟆ゆｿｮ螟ｧ蟄ｦ,A,24,https://league-one.jp/player/484241,,,,,
Suguru Hidaka,譌･鬮 鬧ｿ,LO,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,191,108,1990.02.15,35,遲醍ｴｫ鬮俶｡,譏取ｲｻ螟ｧ蟄ｦ,遲醍ｴｫ鬮俶｡ 譏取ｲｻ螟ｧ蟄ｦ,A,24,https://league-one.jp/player/484242,,,,,
Ryota Sakino,蟠朱㍽ 隲貞､ｪ,LO,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,185,103,1990.02.05,35,蟆丞蛾ｫ俶｡,遲第ｳ｢螟ｧ蟄ｦ,蟆丞蛾ｫ俶｡ 遲第ｳ｢螟ｧ蟄ｦ,A,8,https://league-one.jp/player/484243,,,,,
Riki Tanaka,逕ｰ荳ｭ 蛻ｩ霈,FL,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,176,95,1998.10.18,27,譚ｱ豬ｷ螟ｧ莉ｰ譏滄ｫ俶｡,莠ｬ驛ｽ逕｣讌ｭ螟ｧ蟄ｦ,譚ｱ豬ｷ螟ｧ莉ｰ譏滄ｫ俶｡ 莠ｬ驛ｽ逕｣讌ｭ螟ｧ蟄ｦ,A,8,https://league-one.jp/player/484244,,,,,
Kumpei Onishi,螟ｧ隘ｿ 險灘ｹｳ,HO,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,177,100,1996.04.26,29,蝨句ｭｸ髯｢荵⒧螻ｱ鬮俶｡,遲第ｳ｢螟ｧ蟄ｦ,蝨句ｭｸ髯｢荵⒧螻ｱ鬮俶｡ 遲第ｳ｢螟ｧ蟄ｦ,A,3,https://league-one.jp/player/484245,,,,,
Naomichi Tatekawa,遶句ｷ 逶ｴ驕,HO,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,174,96,1988.10.31,37,螟ｩ逅ｫ俶｡,螟ｩ逅､ｧ蟄ｦ,螟ｩ逅ｫ俶｡ 螟ｩ逅､ｧ蟄ｦ,A,44,https://league-one.jp/player/484246,,,,,
Takatoshi Sugawara,闖⒦次 蟠㍻＊,PR,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,175,105,1987.03.13,38,蜃ｽ鬢ｨ繝ｩ繝ｻ繧ｵ繝ｼ繝ｫ鬮俶｡,蜷悟ｿ礼､ｾ螟ｧ蟄ｦ,蜃ｽ鬢ｨ繝ｩ繝ｻ繧ｵ繝ｼ繝ｫ鬮俶｡ 蜷悟ｿ礼､ｾ螟ｧ蟄ｦ,A,26,https://league-one.jp/player/484247,,,,,
Daiki Shimura,蠢玲搗 螟ｪ蝓ｺ,PR,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,170,100,1995.09.06,30,譯占発蟄ｦ蝨帝ｫ俶｡,謌占ｹ雁､ｧ蟄ｦ,譯占発蟄ｦ蝨帝ｫ俶｡ 謌占ｹ雁､ｧ蟄ｦ,A,16,https://league-one.jp/player/484248,,,,,
Tom Rowe,繝医Β 繝ｻ繝ｭ繧ｦ,LO,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,200,110,1991.02.21,34,Otagoboyshighschool鬮俶｡,Otagouniversity螟ｧ蟄ｦ,Otagoboyshighschool Otagouniversity,A,39,https://league-one.jp/player/484249,,,,,
Shinya Nara,螂郁憶 逵溷ｼ･,PR,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,180,105,2001.08.31,24,遘狗伐蟾･讌ｭ鬮俶｡,螟ｩ逅､ｧ蟄ｦ,遘狗伐蟾･讌ｭ鬮俶｡ 螟ｩ逅､ｧ蟄ｦ,A,5,https://league-one.jp/player/484250,,,,,
Koyo Adachi,螳蛾＃ 闊ｪ豢,LO,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,190,107,2002.02.09,23,譯占発蟄ｦ蝨帝ｫ俶｡,譚ｱ莠ｬ蟄ｦ闃ｸ螟ｧ蟄ｦ,譯占発蟄ｦ蝨帝ｫ俶｡ 譚ｱ莠ｬ蟄ｦ闃ｸ螟ｧ蟄ｦ,A,17,https://league-one.jp/player/484251,,,,,
Tatsuya Kanetsuki,驥醍ｯ 驕比ｹ,SH,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,181,80,2001.08.09,24,蝣ｱ蠕ｳ蟄ｦ蝨帝ｫ俶｡,髢｢隘ｿ蟄ｦ髯｢螟ｧ蟄ｦ,蝣ｱ蠕ｳ蟄ｦ蝨帝ｫ俶｡ 髢｢隘ｿ蟄ｦ髯｢螟ｧ蟄ｦ,A,18,https://league-one.jp/player/484252,,,,,
Maito Matsuo,譚ｾ蟆ｾ 逎ｨ莠ｺ,SH,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,173,78,2001.07.02,24,TheSouthportSchool鬮俶｡,蜷悟ｿ礼､ｾ螟ｧ蟄ｦ,TheSouthportSchool 蜷悟ｿ礼､ｾ螟ｧ蟄ｦ,A,0,https://league-one.jp/player/484253,,,,,
Sione Talitui,繧ｷ繧ｪ繝 繝ｻ繧ｿ繝ｪ繝医ぇ繧､,FL,貂⒧ｰｴ蟒ｺ險ｭ豎滓擲繝悶Ν繝ｼ繧ｷ繝｣繝ｼ繧ｯ繧ｹｼ2025-26ｼ,187,110,1998.01.24,27,繧ｪ繝ｼ繧ｯ繝ｩ繝ｳ繝牙､ｧ蟄ｦ,Grammar螟ｧ蟄ｦ,Auckland Grammar School,C,1,https://league-one.jp/player/485527,,,,,
THOMAS Umaga JENSEN,繝医ｼ繝槭せ 繝ｻ繧ｦ繝槭ぎ=繧ｸ繧ｧ繝ｳ繧ｻ繝ｳ,CTB,雎顔伐閾ｪ蜍慕ｹ疲ｩ溘す繝｣繝医Ν繧ｺ諢帷衍ｼ2025-26ｼ,188,110,1997.12.31,28,繧ｹ繧ｳ繝ヤ繧ｫ繝ｬ繝ず,繧ｪ繧ｿ繧ｴ螟ｧ蟄ｦ,繧ｹ繧ｳ繝ヤ繧ｫ繝ｬ繝ず 繧ｪ繧ｿ繧ｴ螟ｧ蟄ｦ,B,2,https://league-one.jp/player/484392,,,,,
Ajay Faleafaga,繧ｨ繧､繧ｸ繧ｧ繧､ 繝ｻ繝輔ぃ繝ｬ繧｢繝輔ぃ繧ｬ,SO,雎顔伐閾ｪ蜍慕ｹ疲ｩ溘す繝｣繝医Ν繧ｺ諢帷衍ｼ2025-26ｼ,170,89,2003.02.02,22,繧ｻ繝ｳ繝医ヴ繝ｼ繧ｿ繝ｼ繧ｺ繧ｫ繝ｬ繝ず,繧ｪ繧ｿ繧ｴ螟ｧ蟄ｦ,繧ｻ繝ｳ繝医ヴ繝ｼ繧ｿ繝ｼ繧ｺ繧ｫ繝ｬ繝ず 繧ｪ繧ｿ繧ｴ螟ｧ蟄ｦ,B,0,https://league-one.jp/player/484393,,,,,
