英語名,選手名,ポジション,所属チーム,身長,体重,生年月日,年齢,高校,大学,出身校・チーム歴(全文),カテゴリ,リーグワンキャップ数,URL,Text_Detail,キャリア遍歴,代表キャップ数,International_Caps,Scraped_Url
Josua Kerevi,ケレビ ジョシュア,UTB,豊田自動織機シャトルズ愛知（2025-26）,190,105,1992.06.18,33,ナタンブア,天理大学,ナタンブア高校 天理大学,A,39,https://league-one.jp/player/484410,,,,,
Tiaan Thomaswheeler,ティアン ・トーマスウィーラー,CTB,豊田自動織機シャトルズ愛知（2025-26）,193,101,1999.11.19,26,Llangawtg,NeathPortTalbotGroups,Llangawtg NeathPortTalbotGroups,B,22,https://league-one.jp/player/484411,,,,,
Taisei Okamoto,岡本 泰斉,SH,豊田自動織機シャトルズ愛知（2025-26）,173,77,2001.01.30,24,中部大学春日丘高校,帝京大学,中部大学春日丘高校 帝京大学,A,4,https://league-one.jp/player/484412,,,,,
Daigo Doi,土居 大吾,CTB,豊田自動織機シャトルズ愛知（2025-26）,178,93,2000.11.23,25,流通経済大学付属柏高校,流通経済大学,流通経済大学付属柏高校 流通経済大学,A,11,https://league-one.jp/player/484413,,,,,
Seta Naivaluwaqa,ナイバルワガ セタ,LO,豊田自動織機シャトルズ愛知（2025-26）,187,103,2001.01.09,24,秋田工業高校,天理大学,秋田工業高校 天理大学,A,23,https://league-one.jp/player/484414,,,,,
Keita Ichikawa,市川 敬太,CTB,豊田自動織機シャトルズ愛知（2025-26）,172,83,1998.10.10,27,日新高校,天理大学,日新高校 天理大学,A,21,https://league-one.jp/player/484415,,,,,
James Mollentze,ジェームズ ・モレンツェ,CTB,豊田自動織機シャトルズ愛知（2025-26）,181,91,1999.07.08,26,アウテニクア,フリーステート大学,アウテニクア高校 フリーステート大学,B,39,https://league-one.jp/player/484416,,,,,
James Gaskell,ジェームズ ・ガスケル,LO,豊田自動織機シャトルズ愛知（2025-26）,201,117,1990.05.20,35,SandbachSchool,Setantacollege,SandbachSchool Setantacollege,C,35,https://league-one.jp/player/484417,,,,,
Ryota Fukamura,深村 亮太,PR,豊田自動織機シャトルズ愛知（2025-26）,186,125,1993.07.23,32,佐賀工業高校,帝京大学,佐賀工業高校 帝京大学,A,37,https://league-one.jp/player/484418,,,,,
Atsushi Yumoto,湯本 睦,SH,豊田自動織機シャトルズ愛知（2025-26）,165,70,1994.05.02,31,東海大学付属大阪仰星高校,東海大学,東海大学付属大阪仰星高校 東海大学,A,30,https://league-one.jp/player/484419,,,'12 高校,,
Nagito Uno,鵜野 凪斗,HO,豊田自動織機シャトルズ愛知（2025-26）,181,100,2003.07.12,22,御所実業高校,,奈良県立御所実業高校,A,0,https://league-one.jp/player/484420,,,,,
Hiroto Ogasahara,小笠原 寛人,WTB,豊田自動織機シャトルズ愛知（2025-26）,184,95,1999.06.17,26,尼崎高校,大阪産業大学,市立尼崎高校 大阪産業大学,A,7,https://league-one.jp/player/484421,,,,,
Tama Kapene,タマ ・カペネ,FL,豊田自動織機シャトルズ愛知（2025-26）,187,110,1999.05.03,26,スコッツ,流通経済大学,スコッツ高校 流通経済大学,A,28,https://league-one.jp/player/484422,,,,,
Harutomo Kodera,小寺 晴大,PR,豊田自動織機シャトルズ愛知（2025-26）,184,125,1998.09.17,27,関西学院高等部,関西学院大学,関西学院高等部 関西学院大学,A,18,https://league-one.jp/player/484423,,,,,
Akito Fujinami,藤浪 輝人,HO,豊田自動織機シャトルズ愛知（2025-26）,170,95,1995.08.31,30,伏見工業高校,天理大学,伏見工業高校 天理大学,A,32,https://league-one.jp/player/484424,,,,,
Naoya Ishibashi,石橋 尚也,PR,豊田自動織機シャトルズ愛知（2025-26）,173,103,1996.08.25,29,近大付属高校,近畿大学,近大付属高校 近畿大学,A,3,https://league-one.jp/player/484425,,,,,
Yamato Matsuoka,松岡 大和,FL,豊田自動織機シャトルズ愛知（2025-26）,178,94,1998.05.31,27,甲南高校,天理大学,甲南高校 天理大学,A,29,https://league-one.jp/player/484426,,,,,
Hiroaki Saito,齊藤 大朗,WTB,豊田自動織機シャトルズ愛知（2025-26）,181,92,1999.02.05,26,桐蔭学園高校,明治大学,桐蔭学園高校 明治大学,A,8,https://league-one.jp/player/484427,,,,,
Takumi Suzuki,鈴木 匠,FB,豊田自動織機シャトルズ愛知（2025-26）,184,89,1998.09.02,27,札幌山の手高校,大東文化大学,札幌山の手高校 大東文化大学,A,9,https://league-one.jp/player/484428,,,,,
Go Nakano,中野 豪,WTB,豊田自動織機シャトルズ愛知（2025-26）,170,85,1996.12.09,29,常翔啓光学園高校,天理大学,常翔啓光学園高校 天理大学,A,34,https://league-one.jp/player/484429,,,,,
Takumi Sue,末 拓実,SH,豊田自動織機シャトルズ愛知（2025-26）,165,66,1998.03.08,27,長崎北陽台高校,帝京大学,長崎北陽台高校 帝京大学,A,24,https://league-one.jp/player/484430,,,'17 U20、'17 U23,,
Taishi Nakamura,中村 大志,LO,豊田自動織機シャトルズ愛知（2025-26）,189,110,1995.09.05,30,大阪桐蔭高校,筑波大学,大阪桐蔭高校 筑波大学,A,32,https://league-one.jp/player/484431,,,'13 高校,,
Tomoki Yamaguchi,山口 知貴,PR,豊田自動織機シャトルズ愛知（2025-26）,174,106,1994.09.28,31,天理高校,天理大学,天理高校 天理大学,A,39,https://league-one.jp/player/484432,,,,,
Takuya Tsushida,津志田 卓哉,PR,豊田自動織機シャトルズ愛知（2025-26）,182,110,1996.01.03,30,早稲田摂陵高校,東海大学,早稲田摂陵高校 東海大学,A,15,https://league-one.jp/player/484433,,,,,
Nobuhisa Takahashi,高橋 信之,PR,豊田自動織機シャトルズ愛知（2025-26）,180,120,1998.09.02,27,朝明高校,,朝明高校,A,23,https://league-one.jp/player/484434,,,,,
Raia Takashima,高島 來亜,SH,豊田自動織機シャトルズ愛知（2025-26）,184,77,2005.03.23,20,東海大学付属大阪仰星高校,,東海大学付属大阪仰星高校,A,1,https://league-one.jp/player/484435,,,,,
Shion Matsuda,松田 知恩,SO,豊田自動織機シャトルズ愛知（2025-26）,178,74,2004.12.06,21,東海大学付属大阪仰星高校,,東海大学付属大阪仰星高校,A,0,https://league-one.jp/player/484436,,,,,
Ken Tonobe,戸野部 謙,CTB,豊田自動織機シャトルズ愛知（2025-26）,177,92,2000.07.01,25,岐阜工業高校,大東文化大学,岐阜工業高校 大東文化大学,A,7,https://league-one.jp/player/484437,,,,,
Viliame Suwawa,ヴィリアミ ・スワワ,CTB,豊田自動織機シャトルズ愛知（2025-26）,184,103,1998.01.18,27,スヴァグラマー,拓殖大学,スヴァグラマー高校 拓殖大学,A,8,https://league-one.jp/player/484438,,,,,
Taleni Seu,タレニ ・セウ,No8,豊田自動織機シャトルズ愛知（2025-26）,201,119,1993.12.26,32,オネフンガ,,オネフンガ高校,C,34,https://league-one.jp/player/484439,,,,,
Chance Peni,チャンス ・ペニ,WTB,豊田自動織機シャトルズ愛知（2025-26）,191,98,1994.01.17,31,サウスランドボーイズ,アランモアカソリックカレッジ,サウスランドボーイズ高校 アランモアカソリックカレッジ,A,31,https://league-one.jp/player/484440,,,,,
Takuma Oyama,大山 卓真,HO,豊田自動織機シャトルズ愛知（2025-26）,170,93,2001.12.25,24,報徳学園高校,同志社大学,報徳学園 同志社大学,A,18,https://league-one.jp/player/484441,,,,,
Cheng Chao Yi,鄭 兆毅,FL,豊田自動織機シャトルズ愛知（2025-26）,185,105,1999.11.24,26,竹園高校,天理大学,竹園高校 天理大学,A,17,https://league-one.jp/player/484442,,,,,
Taiga Matsuoka,松岡 大河,WTB,豊田自動織機シャトルズ愛知（2025-26）,171,80,2001.09.03,24,東福岡高校,京都産業大学,東福岡高校 京都産業大学,A,2,https://league-one.jp/player/484443,,,,,
Christian Lealiifano,クリスチャン ・リアリーファノ,SO,豊田自動織機シャトルズ愛知（2025-26）,179,92,1987.09.24,38,ピーターララーセカンダリーカレ,,ピーターララーセカンダリーカレ,C,2,https://league-one.jp/player/486434,,,,,
Ieremia Mataena,イエレミア ・マタエナ,PR,豊田自動織機シャトルズ愛知（2025-26）,180,120,1995.09.03,30,ケルストンボーイズ,摂南大学,ケルストンボーイズ高校 摂南大学,A,8,https://league-one.jp/player/488119,,,,,
Liekina Kaufusi,リエキナ ・カウフシ,WTB,日本製鉄釜石シーウェイブス（2025-26）,182,98,1998.01.24,27,トンガ・カレッジ,日本文理大学,トンガ・カレッジ 日本文理大学,A,8,https://league-one.jp/player/484478,,,,,
Troy Hallett,トロイ ・ハレット,PR,日本製鉄釜石シーウェイブス（2025-26）,183,114,1995.09.24,30,リンカン・ハイ・スクール,,リンカン・ハイ・スクール,B,2,https://league-one.jp/player/484479,,,,,
Lulu Paea,ルル ・パエア,HO,日本製鉄釜石シーウェイブス（2025-26）,171,105,2003.06.03,22,セント・エドワーズ・カレッジ,,セント・エドワーズ・カレッジ,B,1,https://league-one.jp/player/484480,,,,,
Connor Seve,コナー ・セヴェ,LO,日本製鉄釜石シーウェイブス（2025-26）,201,116,2002.01.07,24,トリニティ・カレッジ,,トリニティ・カレッジ,B,0,https://league-one.jp/player/484481,,,,,
Shinnosuke Tafokitau Oka,岡 新之助タフォキタウ,SH,日本製鉄釜石シーウェイブス（2025-26）,173,81,1994.06.11,31,トンガ・カレッジ,大東文化大学,トンガ・カレッジ 大東文化大学,A,5,https://league-one.jp/player/484482,,,,,
Paula Mahe,パウラ ・マヘ,CTB,日本製鉄釜石シーウェイブス（2025-26）,184,103,2000.08.06,25,セント・ピーターズ・ケンブリッジ,,セント・ピーターズ・ケンブリッジ,C,0,https://league-one.jp/player/484483,,,,,
Koki Saito,齋藤 弘毅,CTB,日本製鉄釜石シーウェイブス（2025-26）,175,90,2002.09.21,23,流経大柏高高校,日本体育大学,流経大柏高 日本体育大学,A,0,https://league-one.jp/player/484484,,,,,
Gosuke Kawakami,川上 剛右,WTB,日本製鉄釜石シーウェイブス（2025-26）,173,85,1994.04.28,31,東福岡高校,関西学院大学,東福岡高校 関西学院大学,A,20,https://league-one.jp/player/484485,,,,,
Mitchell Hunt,ミッチェル ・ハント,SO,日本製鉄釜石シーウェイブス（2025-26）,172,83,1995.06.19,30,ネルソン,,ネルソン高校,B,34,https://league-one.jp/player/484486,,,,,
Angus Fletcher,アンガス ・フレッチャー,FL,日本製鉄釜石シーウェイブス（2025-26）,185,105,2000.06.21,25,ランギオラ,カンタベリー大学,ランギオラ高校 カンタベリー大学,B,5,https://league-one.jp/player/484487,,,,,
Satoshi Hatazawa,畠澤 諭,LO,日本製鉄釜石シーウェイブス（2025-26）,193,114,1998.05.27,27,開志国際高校,立命館大学,開志国際高校 立命館大学,A,16,https://league-one.jp/player/484488,,,,,
Satoshi Ueda,上田 聖,PR,日本製鉄釜石シーウェイブス（2025-26）,181,110,1989.04.08,36,鶴来高校,天理大学,鶴来高校 天理大学,A,33,https://league-one.jp/player/484489,,,,,
Kazushi Ochi,落 和史,SO,日本製鉄釜石シーウェイブス（2025-26）,182,93,2001.01.05,25,石見智翠館高校,大東文化大学,石見智翠館高校 大東文化大学,A,33,https://league-one.jp/player/484490,,,,,
Darius Thomas,ダリエス ・トマス,WTB,日本製鉄釜石シーウェイブス（2025-26）,183,83,2003.10.20,22,仙台育英高校,,仙台育英高校,A,4,https://league-one.jp/player/484491,,,,,
Osukalloyd Murata,村田 オスカロイド,CTB,日本製鉄釜石シーウェイブス（2025-26）,173,84,1994.01.02,32,フレッシュウォーター,東海大学,フレッシュウォーター高校 東海大学,A,31,https://league-one.jp/player/484492,,,,,
Kohei Ishigaki,石垣 航平,FL,日本製鉄釜石シーウェイブス（2025-26）,183,110,1993.06.25,32,宮古高校,帝京大学,宮古高校 帝京大学,A,46,https://league-one.jp/player/484493,,,,,
Dallas Tatana,タタナ ダラス,LO,日本製鉄釜石シーウェイブス（2025-26）,189,107,1991.08.27,34,札幌山の手高校,東海大学,札幌山の手高校 東海大学,A,37,https://league-one.jp/player/484494,,,,,
Daisuke Musha,武者 大輔,FL,日本製鉄釜石シーウェイブス（2025-26）,177,96,1990.05.18,35,仙台育英高校,法政大学,仙台育英高校 法政大学,A,23,https://league-one.jp/player/484495,,,,,
Ryuji Abe,阿部 竜二,WTB,日本製鉄釜石シーウェイブス（2025-26）,167,80,1999.09.23,26,黒沢尻工業高校,関東学院大学,黒沢尻工業高校 関東学院大学,A,33,https://league-one.jp/player/484496,,,,,
Takumi Tokairin,東海林 拓実,SH,日本製鉄釜石シーウェイブス（2025-26）,162,71,1999.06.14,26,山形中央高校,大東文化大学,山形中央高校 大東文化大学,A,9,https://league-one.jp/player/484497,,,,,
Taiki Noguchi,野口 大貴,PR,日本製鉄釜石シーウェイブス（2025-26）,183,115,1999.04.20,26,北海道遠軽高校,大東文化大学,北海道遠軽高校 大東文化大学,A,32,https://league-one.jp/player/484498,,,,,
Ken Chiba,千葉 健,WTB,日本製鉄釜石シーウェイブス（2025-26）,171,80,2002.08.30,23,青森山田高校,,青森山田高校,A,0,https://league-one.jp/player/484499,,,,,
Kodai Ono,小野 航大,WTB,日本製鉄釜石シーウェイブス（2025-26）,170,82,1991.12.15,34,磐城高校,東海大学,磐城高校 東海大学,A,33,https://league-one.jp/player/484500,,,,,
Katsuto Hatanaka,畠中 豪士,CTB,日本製鉄釜石シーウェイブス（2025-26）,178,90,1996.09.25,29,函館工業高校,大東文化大学,函館工業高校 大東文化大学,A,22,https://league-one.jp/player/484501,,,,,
Gerdus Vanderwalt,ヘルダス ・ファンデルヴォルト,CTB,日本製鉄釜石シーウェイブス（2025-26）,184,102,1995.04.20,30,モニュメント,ヨハネスブルグ大学,モニュメント高校 ヨハネスブルグ大学,A,30,https://league-one.jp/player/484502,,,,,
Yohei Murakami,村上 陽平,SH,日本製鉄釜石シーウェイブス（2025-26）,168,73,1998.05.20,27,仙台育英高校,日本大学,仙台育英高校 日本大学,A,49,https://league-one.jp/player/484503,,,,,
Atsushi Minami,南 篤志,SH,日本製鉄釜石シーウェイブス（2025-26）,173,85,1993.08.06,32,清真学園高校,慶應義塾大学,清真学園高校 慶應義塾大学,A,43,https://league-one.jp/player/484504,,,,,
Naoki Ouno,王野 尚希,HO,日本製鉄釜石シーウェイブス（2025-26）,176,102,1996.09.04,29,東海大学付属相模高校,東海大学,東海大学付属相模高校 東海大学,A,30,https://league-one.jp/player/484505,,,,,
Ryota Kono,河野 良太,FL,日本製鉄釜石シーウェイブス（2025-26）,169,90,1995.12.07,30,中部大学春日丘高校,大東文化大学,中部大学春日丘高校 大東文化大学,A,47,https://league-one.jp/player/484506,,,,,
Benjamin Nee-Nee,ベンジャミン ・ニーニー,FL,日本製鉄釜石シーウェイブス（2025-26）,200,117,1993.05.12,32,ボタニーダウンズ・セカンダリーカレッジ,,ボタニーダウンズ・セカンダリーカレッジ,C,49,https://league-one.jp/player/484507,,,,,
Ryunosuke Yamada,山田 龍之介,LO,日本製鉄釜石シーウェイブス（2025-26）,188,105,1991.10.12,34,大泉高校,立教大学,大泉高校 立教大学,A,30,https://league-one.jp/player/484508,,,,,
Taiki Ito,伊藤 大輝,HO,日本製鉄釜石シーウェイブス（2025-26）,176,106,1994.05.17,31,若狭東高校,,若狭東高校,A,52,https://league-one.jp/player/484509,,,,,
Shodai Osada,長田 将大,PR,日本製鉄釜石シーウェイブス（2025-26）,180,115,1998.06.01,27,関東学院六浦高校,関東学院大学,関東学院六浦高校 関東学院大学,A,3,https://league-one.jp/player/484510,,,,,
Yusuke Yamada,山田 裕介,PR,日本製鉄釜石シーウェイブス（2025-26）,175,105,1998.03.11,27,御所実業高校,,御所実業高校,A,31,https://league-one.jp/player/484511,,,'18 U20、'18 U23,,
