=== Missing Nationality Report ===
Total: 3834

Name: Hiroki Kumoyama (雲山 弘貴) | Team: 花園近鉄ライナーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484534
Name: Junpei Ogura (小倉 順平) | Team: 横浜キヤノンイーグルス（2025-26） (league-one) | URL: https://league-one.jp/player/484838
Name: Takayoshi Mohara (茂原 隆由) | Team: 静岡ブルーレヴズ（2025-26） (league-one) | URL: https://league-one.jp/player/484168
Name: Bernard Foley (バーナード フォーリー) | Team: クボタスピアーズ船橋・東京ベイ（2025-26） (league-one) | URL: https://league-one.jp/player/483761
Name: Amato Fakatava (ファカタヴァ アマト) | Team: リコーブラックラムズ東京（2025-26） (league-one) | URL: https://league-one.jp/player/484892
Name: Kaito Shigeno (茂野 海人) | Team: トヨタヴェルブリッツ（2025-26） (league-one) | URL: https://league-one.jp/player/484465
Name: Hiroyuki Yamasaki (山崎 洋之) | Team: クボタスピアーズ船橋・東京ベイ（2025-26） (league-one) | URL: https://league-one.jp/player/483764
Name: Isaiah Mapusua (アイザイア マプスア) | Team: トヨタヴェルブリッツ（2025-26） (league-one) | URL: https://league-one.jp/player/485508
Name: Seiya Ozaki (尾崎 晟也) | Team: 東京サントリーサンゴリアス（2025-26） (league-one) | URL: https://league-one.jp/player/484320
Name: Halatoa Vailea (ハラトア ヴァイレア) | Team: クボタスピアーズ船橋・東京ベイ（2025-26） (league-one) | URL: https://league-one.jp/player/483749
Name: Hendrik Tui (ツイ ヘンドリック) | Team: 浦安D-Rocks（2025-26） (league-one) | URL: https://league-one.jp/player/483491
Name: Kai Yamamoto (山本 凱) | Team: 東京サントリーサンゴリアス（2025-26） (league-one) | URL: https://league-one.jp/player/484317
Name: Gakuto Ishida (石田 楽人) | Team: 浦安D-Rocks（2025-26） (league-one) | URL: https://league-one.jp/player/483518
Name: Koga Nezuka (根塚 洸雅) | Team: クボタスピアーズ船橋・東京ベイ（2025-26） (league-one) | URL: https://league-one.jp/player/483760
Name: Junya Matsumoto (松本 純弥) | Team: 浦安D-Rocks（2025-26） (league-one) | URL: https://league-one.jp/player/483503
Name: Katsuto Kubo (久保 克斗) | Team: 横浜キヤノンイーグルス（2025-26） (league-one) | URL: https://league-one.jp/player/484835
Name: Brad WEBER (ブラッド ウェバー) | Team: 三菱重工相模原ダイナボアーズ（2025-26） (league-one) | URL: https://league-one.jp/player/486457
Name: Yuta Kokaji (小鍜治 悠太) | Team: 東芝ブレイブルーパス東京（2025-26） (league-one) | URL: https://league-one.jp/player/484375
Name: Yamada Hibiki (山田 響) | Team: クボタスピアーズ船橋・東京ベイ（2025-26） (league-one) | URL: https://league-one.jp/player/483784
Name: Shunsuke Asaoka (淺岡 俊亮) | Team: 三菱重工相模原ダイナボアーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484718
Name: Shoma Sagawa (佐川 奨茉) | Team: 三菱重工相模原ダイナボアーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484756
Name: Ren Iinuma (飯沼 蓮) | Team: 浦安D-Rocks（2025-26） (league-one) | URL: https://league-one.jp/player/483504
Name: Keito Aoki (青木 恵斗) | Team: トヨタヴェルブリッツ（2025-26） (league-one) | URL: https://league-one.jp/player/484451
Name: Tomoki Kishioka (岸岡 智樹) | Team: クボタスピアーズ船橋・東京ベイ（2025-26） (league-one) | URL: https://league-one.jp/player/483776
Name: Yoshizumi Takeda (竹田 宜純) | Team: 花園近鉄ライナーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484552
Name: Kaisei Tamura (田村 魁世) | Team: トヨタヴェルブリッツ（2025-26） (league-one) | URL: https://league-one.jp/player/484457
Name: Shuhei Matsuhashi (松橋 周平) | Team: リコーブラックラムズ東京（2025-26） (league-one) | URL: https://league-one.jp/player/484900
Name: Harumichi Tatekawa (立川 理道) | Team: クボタスピアーズ船橋・東京ベイ（2025-26） (league-one) | URL: https://league-one.jp/player/483775
Name: Yuki Okada (岡田 優輝) | Team: トヨタヴェルブリッツ（2025-26） (league-one) | URL: https://league-one.jp/player/484461
Name: Ryusei Koike (小池 隆成) | Team: トヨタヴェルブリッツ（2025-26） (league-one) | URL: https://league-one.jp/player/484458
Name: Nicholas McCurran (ニコラス マクカラン) | Team: トヨタヴェルブリッツ（2025-26） (league-one) | URL: https://league-one.jp/player/484453
Name: Siosaia Fifita (シオサイア フィフィタ) | Team: トヨタヴェルブリッツ（2025-26） (league-one) | URL: https://league-one.jp/player/488138
Name: Naoya Ogita (荻田 直弥) | Team: NECグリーンロケッツ東葛（2025-26） (league-one) | URL: https://league-one.jp/player/483542
Name: Seunghyok Lee (李 承爀) | Team: 三菱重工相模原ダイナボアーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484730
Name: Mikiya Takamoto (高本 幹也) | Team: 東京サントリーサンゴリアス（2025-26） (league-one) | URL: https://league-one.jp/player/484311
Name: Keiichi Kaneko (金子 惠一) | Team: 花園近鉄ライナーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484570
Name: Ren Takano (高野 蓮) | Team: 花園近鉄ライナーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484554
Name: SYOUTAROU MATSUO (松尾 将太郎) | Team: ルリーロ福岡（2025-26） (league-one) | URL: https://league-one.jp/player/484951
Name: Samisoni Tua (サミソニ トゥア) | Team: 浦安D-Rocks（2025-26） (league-one) | URL: https://league-one.jp/player/483497
Name: ISSEI SHIGE (重 一生) | Team: ルリーロ福岡（2025-26） (league-one) | URL: https://league-one.jp/player/484949
Name: Tatsuru Owada (大和田 立) | Team: NECグリーンロケッツ東葛（2025-26） (league-one) | URL: https://league-one.jp/player/483556
Name: Ren Shinwada (新和田 錬) | Team: クリタウォーターガッシュ昭島（2025-26） (league-one) | URL: https://league-one.jp/player/483796
Name: Fumiya Dobashi (土橋 郁矢) | Team: レッドハリケーンズ大阪（2025-26） (league-one) | URL: https://league-one.jp/player/484989
Name: Shimpei Kamata (鎌田 慎平) | Team: 九州電力キューデンヴォルテクス（2025-26） (league-one) | URL: https://league-one.jp/player/483714
Name: Ryoi Kamei (亀井 亮依) | Team: NECグリーンロケッツ東葛（2025-26） (league-one) | URL: https://league-one.jp/player/483557
Name: Yoshihiro Sononaka (園中 良寛) | Team: 九州電力キューデンヴォルテクス（2025-26） (league-one) | URL: https://league-one.jp/player/483710
Name: Shun Tomonaga (朝長 駿) | Team: 日野レッドドルフィンズ（2025-26） (league-one) | URL: https://league-one.jp/player/484592
Name: Ren Ouchi (大内 錬) | Team: マツダスカイアクティブズ広島（2025-26） (league-one) | URL: https://league-one.jp/player/484630
Name: Yusuke Kitabayashi (北林 佑介) | Team: マツダスカイアクティブズ広島（2025-26） (league-one) | URL: https://league-one.jp/player/484650
Name: Kenji Hayata (早田 健二) | Team: 九州電力キューデンヴォルテクス（2025-26） (league-one) | URL: https://league-one.jp/player/483702
Name: Kentarou Fujii (藤井 健太郎) | Team: 中国電力レッドレグリオンズ（2025-26） (league-one) | URL: https://league-one.jp/player/484266
Name: Noriaki Nakazuru (中づる) | Team: 九州電力キューデンヴォルテクス（2025-26） (league-one) | URL: https://league-one.jp/player/483704
Name: Shogo Tokota (床田 聖悟) | Team: 日野レッドドルフィンズ（2025-26） (league-one) | URL: https://league-one.jp/player/485379
Name: Shinichi Tanaka (田中 真一) | Team: 九州電力キューデンヴォルテクス（2025-26） (league-one) | URL: https://league-one.jp/player/483678
Name: Teruya Goto (後藤 輝也) | Team: NECグリーンロケッツ東葛（2025-26） (league-one) | URL: https://league-one.jp/player/483562
Name: Fisipuna Tuiaki (フィシプナ トゥイアキ) | Team: 狭山セコムラガッツ（2025-26） (league-one) | URL: https://league-one.jp/player/484113
Name: Moeki Fukushi (福士 萌起) | Team: 日野レッドドルフィンズ（2025-26） (league-one) | URL: https://league-one.jp/player/484580
Name: Hiroki Murakawa (村川 浩喜) | Team: 九州電力キューデンヴォルテクス（2025-26） (league-one) | URL: https://league-one.jp/player/483686
Name: Yusuke Aramaki (荒牧 佑輔) | Team: ルリーロ福岡（2025-26） (league-one) | URL: https://league-one.jp/player/484913
Name: TAICHI YOSHIZAWA (吉澤 太一) | Team: レッドハリケーンズ大阪（2025-26） (league-one) | URL: https://league-one.jp/player/484996
Name: Taiki Yamaguchi (山口 泰輝) | Team: レッドハリケーンズ大阪（2025-26） (league-one) | URL: https://league-one.jp/player/485026
Name: YONHI KIM (金 勇輝) | Team: レッドハリケーンズ大阪（2025-26） (league-one) | URL: https://league-one.jp/player/485004
Name: Nick Phipps (ニック フィップス) | Team: NECグリーンロケッツ東葛（2025-26） (league-one) | URL: https://league-one.jp/player/483569
Name: Shohei Hirano (平野 翔平) | Team: 花園近鉄ライナーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484529
Name: Taku Toma (當眞 琢) | Team: NECグリーンロケッツ東葛（2025-26） (league-one) | URL: https://league-one.jp/player/483554
Name: Masahiro Nakano (中野 将宏) | Team: 中国電力レッドレグリオンズ（2025-26） (league-one) | URL: https://league-one.jp/player/484280
Name: Yuki Ishii (石井 勇輝) | Team: レッドハリケーンズ大阪（2025-26） (league-one) | URL: https://league-one.jp/player/485015
Name: YOSHIAKI TAKEUCHI (竹内 嘉章) | Team: ルリーロ福岡（2025-26） (league-one) | URL: https://league-one.jp/player/484968
Name: Atsushi Yumoto (湯本 睦) | Team: 豊田自動織機シャトルズ愛知（2025-26） (league-one) | URL: https://league-one.jp/player/484419
Name: Makoto Kato (加藤 誠央) | Team: 九州電力キューデンヴォルテクス（2025-26） (league-one) | URL: https://league-one.jp/player/483717
Name: TATSUNARI FUJITA (藤田 達成) | Team: レッドハリケーンズ大阪（2025-26） (league-one) | URL: https://league-one.jp/player/485010
Name: Takumi Sue (末 拓実) | Team: 豊田自動織機シャトルズ愛知（2025-26） (league-one) | URL: https://league-one.jp/player/484430
Name: Josua Kerevi (ケレビ ジョシュア) | Team: 豊田自動織機シャトルズ愛知（2025-26） (league-one) | URL: https://league-one.jp/player/484410
Name: Yuma Fujino (藤野 佑磨) | Team: レッドハリケーンズ大阪（2025-26） (league-one) | URL: https://league-one.jp/player/484987
Name: Kohei Ishigaki (石垣 航平) | Team: 日本製鉄釜石シーウェイブス（2025-26） (league-one) | URL: https://league-one.jp/player/484493
Name: Yuto Nakamura (中村 悠人) | Team: マツダスカイアクティブズ広島（2025-26） (league-one) | URL: https://league-one.jp/player/484639
Name: Piers Francis (ピアーズ フランシス) | Team: クリタウォーターガッシュ昭島（2025-26） (league-one) | URL: https://league-one.jp/player/483823
Name: Sho Fukui (福井 翔) | Team: 花園近鉄ライナーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484543
Name: Kaito Tamori (田森 海音) | Team: 清水建設江東ブルーシャークス（2025-26） (league-one) | URL: https://league-one.jp/player/484226
Name: Taisetsu Kanai (金井 大雪) | Team: NECグリーンロケッツ東葛（2025-26） (league-one) | URL: https://league-one.jp/player/483559
Name: Kojiro Arito (有藤 孔次朗) | Team: 中国電力レッドレグリオンズ（2025-26） (league-one) | URL: https://league-one.jp/player/484289
Name: Kosuke Urabe (占部 航典) | Team: ヤクルトレビンズ戸田（2025-26） (league-one) | URL: https://league-one.jp/player/484785
Name: Yoshihiro Noguchi (野口 宜裕) | Team: 狭山セコムラガッツ（2025-26） (league-one) | URL: https://league-one.jp/player/484110
Name: Tatsuya Fujii (藤井 達哉) | Team: NECグリーンロケッツ東葛（2025-26） (league-one) | URL: https://league-one.jp/player/483558
Name: Kei Sato (佐藤 慶) | Team: 豊田自動織機シャトルズ愛知（2025-26） (league-one) | URL: https://league-one.jp/player/484395
Name: Hirofumi Higashikawa (東川 寛史) | Team: 中国電力レッドレグリオンズ（2025-26） (league-one) | URL: https://league-one.jp/player/484278
Name: Yuto Matsuoka (松岡 祐斗) | Team: 中国電力レッドレグリオンズ（2025-26） (league-one) | URL: https://league-one.jp/player/484276
Name: Yuta Kojima (小島 佑太) | Team: 浦安D-Rocks（2025-26） (league-one) | URL: https://league-one.jp/player/483499
Name: Kai Ishii (石井 魁) | Team: 浦安D-Rocks（2025-26） (league-one) | URL: https://league-one.jp/player/483508
Name: Ryom Kim (金 廉) | Team: 浦安D-Rocks（2025-26） (league-one) | URL: https://league-one.jp/player/483501
Name: Kwagga Smith (クワッガ スミス) | Team: 静岡ブルーレヴズ（2025-26） (league-one) | URL: https://league-one.jp/player/484177
Name: Kotaro Matsushima (松島 幸太朗) | Team: 東京サントリーサンゴリアス（2025-26） (league-one) | URL: https://league-one.jp/player/484319
Name: Shogo Yamamura (山村 勝悟) | Team: リコーブラックラムズ東京（2025-26） (league-one) | URL: https://league-one.jp/player/484869
Name: Jung Soo Yang (梁 正秀) | Team: 浦安D-Rocks（2025-26） (league-one) | URL: https://league-one.jp/player/483502
Name: Sam Greene (サム グリーン) | Team: 静岡ブルーレヴズ（2025-26） (league-one) | URL: https://league-one.jp/player/484173
Name: Genki Okoshi (大越 元気) | Team: 東京サントリーサンゴリアス（2025-26） (league-one) | URL: https://league-one.jp/player/484326
Name: Sioeli Vakalahi (シオエリ ヴァカラヒ) | Team: 横浜キヤノンイーグルス（2025-26） (league-one) | URL: https://league-one.jp/player/484827
Name: Reijiro Yamamoto (山本 嶺二郎) | Team: リコーブラックラムズ東京（2025-26） (league-one) | URL: https://league-one.jp/player/484905
