Player_Name,Full_Name,選手名_カタカナ,Position,Current_Team,League,Height,Weight,Birth_Date,Age,Nationality,Representative_Caps,Scraped_Url,キャリア遍歴,High_School,University
Shinnosuke Kakinaga,垣永 真之介,垣永 真之介,PR,東京サントリーサンゴリアス（2025-26）,league-one,180.0,115.0,1991.12.19,34.0,,日本代表(12),https://league-one.jp/player/484336,サンウルブズ (2015 - 2016) -> 東京サントリーサンゴリアス (2017 - ),東福岡高校,早稲田大学
Kei Sato,佐藤 慶,佐藤 慶,HO,豊田自動織機シャトルズ愛知（2025-26）,league-one,169.0,100.0,1997.01.27,29.0,,U23('17),https://league-one.jp/player/484395,豊田自動織機シャトルズ愛知 (2021 - ),天理高校,天理大学
Sho Fukui,福井 翔,福井 翔,HO,花園近鉄ライナーズ（2025-26）,league-one,172.0,92.0,2000.05.06,25.0,,高校('18),https://league-one.jp/player/484543,花園近鉄ライナーズ (2022 - ),東福岡高校,帝京大学
Takeshi Hino,日野 剛志,日野 剛志,HO,静岡ブルーレヴズ（2025-26）,league-one,172.0,95.0,1990.01.20,36.0,,日本代表(5),https://league-one.jp/player/484184,静岡ブルーレヴズ (2012 - 2026) -> サンウルブズ (2016 - 2017) -> スタッド・トゥールーザン (2019 - ),筑紫高校,同志社大学
Jasper Wiese,ヤスハー ウィーセ,ヤスハー ウィーセ,FL/No8,浦安D-Rocks（2025-26）,league-one,190.0,120.0,1995.10.21,30.0,,South Africa (23),https://league-one.jp/player/483487,チーターズ (2017 - 2020) -> レスター・タイガース (2020 - 2024) -> 浦安D-Rocks (2024 - ),ウェルスクールアッピントン,テクノロジー中央大学
Rakuhei Yamashita,山下 楽平,山下 楽平,FB,三重ホンダヒート（2025-26）,league-one,175.0,85.0,1992.01.30,34.0,,セブンズ日本(2),https://league-one.jp/player/484664,コベルコ神戸スティーラーズ (2021 - 2025) -> 三重ホンダヒート (2025 - ),常翔啓光学園高校,京都産業大学
Teruya Goto,後藤 輝也,後藤 輝也,WTB,NECグリーンロケッツ東葛（2025-26）,league-one,177.0,82.0,1991.12.18,34.0,,セブンズ日本(15),https://league-one.jp/player/483562,NECグリーンロケッツ東葛 (2014 - 2026) -> サンウルブズ (2016 - ),桂高校,山梨学院大学
Daiki Sato,佐藤 大樹,佐藤 大樹,LO,浦安D-Rocks（2025-26）,league-one,190.0,106.0,1995.04.15,30.0,,高校('13),https://league-one.jp/player/483512,浦安D-Rocks (2023 - ),桐蔭学園高校,慶應義塾大学
Craig Millar,クレイク ミラー,クレイク ミラー,PR,埼玉パナソニックワイルドナイツ（2025-26）,league-one,186.0,116.0,1990.10.29,35.0,,日本代表(17),https://league-one.jp/player/484070,ハイランダーズ (2013 - 2017) -> サンウルブズ (2017 - 2019) -> 埼玉パナソニックワイルドナイツ (2019 - ),オタゴボーイズハイスクール,オタゴ大学
Yutaka Nagare,流 大,流 大,SH,東京サントリーサンゴリアス（2025-26）,league-one,166.0,75.0,1992.09.04,33.0,,日本代表(36),https://league-one.jp/player/484327,サンウルブズ (2017 - 2019) -> 東京サントリーサンゴリアス (2018 - ),荒尾高校,帝京大学
Takuro Matsunaga,松永 拓朗,松永 拓朗,SO,東芝ブレイブルーパス東京（2025-26）,league-one,172.0,81.0,1998.08.13,27.0,,XV('25),https://league-one.jp/player/484365,東芝ブレイブルーパス東京 (2020 - ),大阪産業大学附属高校,天理大学
Kazuma Ueda,植田 和磨,植田 和磨,WTB,コベルコ神戸スティーラーズ（2025-26）,league-one,177.0,86.0,2002.12.04,23.0,,XV('25)、セブンズ日本(6)、日本代表(2),https://league-one.jp/player/483933,コベルコ神戸スティーラーズ (2024 - ),報徳学園高校,近畿大学
Shinsuke Iseki,井関 信介,井関 信介,FB,コベルコ神戸スティーラーズ（2025-26）,league-one,179.0,86.0,1995.04.24,30.0,,"U20('15)、U23('15,'17)",https://league-one.jp/player/483949,Kobelco Kobe Steelers (2018 - ),天理高校,天理大学
Michael Leitch,リーチ マイケル,リーチ マイケル,FL/No8,東芝ブレイブルーパス東京（2025-26）,league-one,189.0,113.0,1988.10.07,37.0,,セブンズ日本(5)、日本代表(92),https://league-one.jp/player/484358,Toshiba Brave Lupus Tokyo (2011 - 2011) -> Chiefs (2013 - 2017) -> サンウルブズ (2018 - ),札幌山の手高校,東海大学
Sho Maeda,前田 翔,前田 翔,PR,コベルコ神戸スティーラーズ（2025-26）,league-one,180.0,110.0,1999.04.30,26.0,,U20('19),https://league-one.jp/player/483948,コベルコ神戸スティーラーズ (2021 - 2026) -> マナワツ (2023 - ),東海大仰星高校,東海大学
Kohei Ishigaki,石垣 航平,石垣 航平,FL/No8,日本製鉄釜石シーウェイブス（2025-26）,league-one,183.0,110.0,1993.06.25,32.0,,セブンズ日本(3),https://league-one.jp/player/484493,宗像サニックスブルース (2021 - 2022) -> 日本製鉄釜石シーウェイブス (2022 - ),宮古高校,帝京大学
TATSUNARI FUJITA,藤田 達成,藤田 達成,LO,レッドハリケーンズ大阪（2025-26）,league-one,192.0,107.0,1996.12.02,29.0,,"U20,U23('16)",https://league-one.jp/player/485010,Red Hurricanes Osaka (2019 - ),東福岡高校,帝京大学
Shohei Toyoshima,豊島 翔平,豊島 翔平,FB,東芝ブレイブルーパス東京（2025-26）,league-one,175.0,87.0,1989.01.09,37.0,,セブンズ日本(16),https://league-one.jp/player/484361,東芝ブレイブルーパス東京 (2021 - ),東海大相模高校,東海大学
Makoto Kato,加藤 誠央,加藤 誠央,FB,九州電力キューデンヴォルテクス（2025-26）,league-one,177.0,87.0,1990.08.01,35.0,,セブンズ日本(4),https://league-one.jp/player/483717,Kyushu Kyuden Voltex (2013 - ),萩商工業高校,福岡大学
Changho Ahn,安 昌豪,安 昌豪,PR,三菱重工相模原ダイナボアーズ（2025-26）,league-one,178.0,110.0,1997.11.20,28.0,,"U20,U23('17)",https://league-one.jp/player/484729,横浜キヤノンイーグルス (2020 - 2024) -> 三菱重工相模原ダイナボアーズ (2024 - ),大阪朝鮮高級学校,明治大学
Sena Hosoya,細矢 聖樹,細矢 聖樹,SH,静岡ブルーレヴズ（2025-26）,league-one,162.0,63.0,2003.03.16,22.0,,XV('25),https://league-one.jp/player/484152,静岡ブルーレヴズ (2024 - ),國學院栃木高校,早稲田大学
Yoshiyuki Koga,古賀 由教,古賀 由教,WTB,リコーブラックラムズ東京（2025-26）,league-one,176.0,82.0,1998.08.28,27.0,,U20('18)、セブンズ日本(17),https://league-one.jp/player/484882,リコーブラックラムズ東京 (2021 - ),東福岡高校,早稲田大学
Moeki Fukushi,福士 萌起,福士 萌起,WTB,日野レッドドルフィンズ（2025-26）,league-one,184.0,90.0,1999.03.11,26.0,,U20('19)、セブンズ日本(28),https://league-one.jp/player/484580,日野レッドドルフィンズ (2024 - ),佐賀工業高校,関東学院大学
Timothy Lafaele,ラファエレ ティモシー,ラファエレ ティモシー,CTB,コベルコ神戸スティーラーズ（2025-26）,league-one,186.0,96.0,1991.08.19,34.0,,日本代表(28),https://league-one.jp/player/483952,サンウルブズ (2016 - 2019) -> コベルコ神戸スティーラーズ (2019 - ),デラセラカレッジ,山梨学院大学
Kazuma Shimane,島根 一磨,島根 一磨,HO,埼玉パナソニックワイルドナイツ（2025-26）,league-one,175.0,103.0,1996.11.30,29.0,,U23('19),https://league-one.jp/player/484059,埼玉パナソニックワイルドナイツ (2022 - ),天理高校,天理大学
Issa Yamakawa,山川 一瑳,山川 一瑳,LO,トヨタヴェルブリッツ（2025-26）,league-one,190.0,103.0,2000.07.05,25.0,,U23('20),https://league-one.jp/player/484455,トヨタヴェルブリッツ (2023 - ),常翔学園高校,帝京大学
Ryosuke Kawase,河瀬 諒介,河瀬 諒介,FB,東京サントリーサンゴリアス（2025-26）,league-one,183.0,89.0,1999.07.21,26.0,,高校('17)、U20('19)、U23('20),https://league-one.jp/player/484316,Tokyo Sungoliath (2022 - ),東海大仰星高校,早稲田大学
Shohei Oyama,大山 祥平,大山 祥平,PR,リコーブラックラムズ東京（2025-26）,league-one,186.0,115.0,1998.11.15,27.0,,"U20,U23('18)、XV('25)",https://league-one.jp/player/484876,三重ホンダヒート (2021 - 2022) -> リコーブラックラムズ東京 (2023 - ),慶應義塾高校,慶應義塾大学
Shota Emi,江見 翔太,江見 翔太,WTB,東京サントリーサンゴリアス（2025-26）,league-one,183.0,95.0,1991.12.08,34.0,,U20('11)、セブンズ日本(2),https://league-one.jp/player/484325,東京サントリーサンゴリアス (2015 - 2026) -> サンウルブズ (2016 - ),学習院高等科高校,学習院大学
Taiki Koyama,小山 大輝,小山 大輝,SH,埼玉パナソニックワイルドナイツ（2025-26）,league-one,171.0,74.0,1994.10.31,31.0,,高校('12)、セブンズ日本(3)、日本代表(7),https://league-one.jp/player/484063,埼玉パナソニックワイルドナイツ (2017 - ),芦別高校,大東文化大学
Ryoto Nakamura,中村 亮土,中村 亮土,CTB,東京サントリーサンゴリアス（2025-26）,league-one,181.0,92.0,1991.06.03,34.0,,U20('11)、U23('16)、セブンズ日本(1)、日本代表(39),https://league-one.jp/player/484324,サンウルブズ (2017 - 2019) -> 東京サントリーサンゴリアス (2021 - ),鹿児島実業高校,帝京大学
Yuto Matsuoka,松岡 祐斗,松岡 祐斗,FB,中国電力レッドレグリオンズ（2025-26）,league-one,183.0,92.0,1998.02.22,27.0,,U20('17),https://league-one.jp/player/484276,中国電力レッドレギュリオンズ (2021 - ),明和高校,筑波大学
Soonhong Lee,李 淳弘,李 淳弘,HO,リコーブラックラムズ東京（2025-26）,league-one,171.0,100.0,2002.06.29,23.0,,XV('25),https://league-one.jp/player/484860,Not Found,大阪朝鮮高級学校,京都産業大学
Hirofumi Higashikawa,東川 寛史,東川 寛史,WTB,中国電力レッドレグリオンズ（2025-26）,league-one,175.0,84.0,1995.06.09,30.0,,"U20,U23('15)",https://league-one.jp/player/484278,中国電力レッドレギュリオンズ (2021 - ),東福岡高校,法政大学
Hiroki Murakawa,村川 浩喜,村川 浩喜,HO,九州電力キューデンヴォルテクス（2025-26）,league-one,175.0,98.0,1992.01.19,34.0,,U20('11),https://league-one.jp/player/483686,豊田自動織機シャトルズ愛知 (2015 - 2024) -> Kyushu Kyuden Voltex (2024 - ),東福岡高校,筑波大学
Kaito Tamori,田森 海音,田森 海音,HO,清水建設江東ブルーシャークス（2025-26）,league-one,180.0,93.0,1999.06.04,26.0,,U20('19),https://league-one.jp/player/484226,清水建設江東ブルーシャークス (2022 - ),長崎北陽台高校,明治大学
Takuya Yamasawa,山沢 拓也,山沢 拓也,SO,埼玉パナソニックワイルドナイツ（2025-26）,league-one,176.0,84.0,1994.09.21,31.0,,U23('13)、日本代表(10),https://league-one.jp/player/484064,埼玉WK (2016 - 2016) -> サンウルブズ (2019 - ),深谷高校,筑波大学
Kosuke Urabe,占部 航典,占部 航典,FL/No8,ヤクルトレビンズ戸田（2025-26）,league-one,178.0,97.0,1995.07.07,30.0,,"U20,U23('15)",https://league-one.jp/player/484785,横浜キヤノンイーグルス (2018 - 2022) -> L戸田 (2022 - ),東福岡高校,筑波大学
YOSHIAKI TAKEUCHI,竹内 嘉章,竹内 嘉章,HO,ルリーロ福岡（2025-26）,league-one,170.0,100.0,1996.09.24,29.0,,"U20,U23('16)",https://league-one.jp/player/484968,ルリーロ福岡 (2024 - ),東福岡高校,近畿大学
Daiki Nakajima,中嶋 大希,中嶋 大希,SH,コベルコ神戸スティーラーズ（2025-26）,league-one,172.0,80.0,1996.03.25,29.0,,"高校('13)、U20,U23('15)、U20,U23('16)、日本代表(4)",https://league-one.jp/player/483954,NECグリーンロケッツ東葛 (2018 - 2021) -> コベルコ神戸スティーラーズ (2021 - ),深谷高校,流通経済大学
Shoma Sagawa,佐川 奨茉,佐川 奨茉,HO,三菱重工相模原ダイナボアーズ（2025-26）,league-one,180.0,105.0,2002.01.20,24.0,,XV('25),https://league-one.jp/player/484756,三菱重工相模原ダイナボアーズ (2024 - ),佐野日本大学高校,日本大学
Jone Nabetelevu,ショネ ナヘテレウ,ショネ ナヘテレウ,WTB,トヨタヴェルブリッツ（2025-26）,league-one,185.0,95.0,1999.02.22,26.0,,セブンズ日本(1),https://league-one.jp/player/485369,クリタウォーターガッシュ昭島 (2020 - 2022) -> トヨタヴェルブリッツ (2022 - ),ナシヌセンカンダリースクール,エレスメアカレッジ
Tomoya Yamamura,山村 知也,山村 知也,WTB,リコーブラックラムズ東京（2025-26）,league-one,174.0,82.0,1997.12.02,28.0,,U20('16)、U23('18)、セブンズ日本(2),https://league-one.jp/player/484886,リコーブラックラムズ東京 (2023 - ),報徳学園高校,明治大学
Tyler Paul,タイラー ホール,タイラー ホール,LO,クボタスピアーズ船橋・東京ベイ（2025-26）,league-one,195.0,111.0,1995.01.20,31.0,,日本代表(4),https://league-one.jp/player/485518,イースタン・プロヴィンス (2014 - 2017) -> サザン・キングス (2017 - 2017) -> シャークス (カリーカップ) (2017 - 2018) -> Natal Sharks (2018 - 2020) -> シャークスXV (2019 - 2019) -> NTTドコモレッドハリケーンズ大阪 (2021 - 2022) -> 浦安D-Rocks (2022 - 2024) -> Kubota Spears Funabashi Tokyo-Bay (2024 - ),セント・アンドリューズ,ネルソン・マンデラ大学
Yusuke Niwai,庭井 祐輔,庭井 祐輔,HO,横浜キヤノンイーグルス（2025-26）,league-one,174.0,95.0,1991.10.22,34.0,,"U20('10,'11)、日本代表(10)",https://league-one.jp/player/484844,横浜キヤノンイーグルス (2014 - 2026) -> サンウルブズ (2016 - ),報徳学園高校,立命館大学
Shuhei Yamaguchi,山口 修平,山口 修平,CTB,トヨタヴェルブリッツ（2025-26）,league-one,183.0,100.0,1996.07.21,29.0,,U20('11),https://league-one.jp/player/485516,トヨタヴェルブリッツ (2022 - ),同志社香里高校,同志社大学
Eito Maki,槇 瑛人,槇 瑛人,WTB,静岡ブルーレヴズ（2025-26）,league-one,176.0,86.0,2000.10.18,25.0,,高校('18),https://league-one.jp/player/484160,静岡ブルーレヴズ (2022 - ),國學院久我山高校,早稲田大学
Tomohito Miyakawa,宮川 智海,宮川 智海,LO,埼玉パナソニックワイルドナイツ（2025-26）,league-one,191.0,106.0,1994.09.06,31.0,,高校('12),https://league-one.jp/player/484065,埼玉パナソニックワイルドナイツ (2021 - ),秋田工高校,関東学院大学
Kyo Yoshida,吉田 杏,吉田 杏,FL/No8,三菱重工相模原ダイナボアーズ（2025-26）,league-one,188.0,108.0,1995.06.30,30.0,,XV('25),https://league-one.jp/player/484752,トヨタヴェルブリッツ (2018 - 2023) -> サンウルブズ (2020 - 2020) -> Mitsubishi Sagamihara Dynaboars (2023 - ),大阪桐蔭高校,帝京大学
Masataka Mikami,三上 正貴,三上 正貴,PR,東芝ブレイブルーパス東京（2025-26）,league-one,178.0,111.0,1988.06.04,37.0,,U20('07)、日本代表(35),https://league-one.jp/player/484377,東芝ブレイブルーパス東京 (2011 - 2026) -> サンウルブズ (2015 - ),青森工業高校,東海大学
Piers Francis,ヒアース フランシス,ヒアース フランシス,SO,クリタウォーターガッシュ昭島（2025-26）,league-one,183.0,92.0,1990.06.20,35.0,,England (8),https://league-one.jp/player/483823,Auckland (2011 - 2011) -> Waikato Mooloos (2012 - 2012) -> Edinburgh Rugby (2012 - 2014) -> ドンカスター (2014 - 2015) -> マヌカウ (2015 - 2016) -> Blues (2016 - 2017) -> ノーサンプトン (2017 - 2022) -> Bath Rugby (2022 - 2023) -> WG昭島 (2023 - ),SaintGeorge’sChurchofEnglandSchool,ケントカレッジ
Koki Takeyama,竹山 晃暉,竹山 晃暉,WTB,埼玉パナソニックワイルドナイツ（2025-26）,league-one,175.0,84.0,1996.09.25,29.0,,"U23('16,'17)、日本代表(1)",https://league-one.jp/player/484060,埼玉パナソニックワイルドナイツ (2019 - ),御所実業高校,帝京大学
Aseri Masivou,アセリ マシウォウ,アセリ マシウォウ,FL/No8,三重ホンダヒート（2025-26）,league-one,189.0,113.0,1997.03.09,28.0,,セブンズ日本(3),https://league-one.jp/player/484665,NECグリーンロケッツ東葛 (2021 - 2025) -> 三重ホンダヒート (2025 - ),ケルストンボーイズ,拓殖大学
Ryuji Noguchi,野口 竜司,野口 竜司,FB,埼玉パナソニックワイルドナイツ（2025-26）,league-one,177.0,83.0,1995.07.15,30.0,,"高校('12)、U20('15)、U23('15,'17)、日本代表(14)",https://league-one.jp/player/484062,サンウルブズ (2017 - 2018) -> 埼玉パナソニックワイルドナイツ (2018 - ),東海大仰星高校,東海大学
Atsushi Yumoto,湯本 睦,湯本 睦,SH,豊田自動織機シャトルズ愛知（2025-26）,league-one,165.0,70.0,1994.05.02,31.0,,高校('12),https://league-one.jp/player/484419,浦安D-Rocks (2021 - 2022) -> 豊田自動織機シャトルズ愛知 (2022 - ),東海大大阪仰星高校,東海大学
