英語名,選手名,ポジション,所属チーム,身長,体重,生年月日,年齢,高校,大学,出身校・チーム歴(全文),カテゴリ,リーグワンキャップ数,URL,Text_Detail,キャリア遍歴,代表キャップ数,International_Caps,Scraped_Url,Full_Career,選手名_カタカナ
Takuya Kanemura,金村 拓耶,CTB,清水建設江東ブルーシャークス（2025-26）,178,88,1995.09.13,30,常翔啓光学園高校,朝日大学,常翔啓光学園高校 朝日大学,A,5,https://league-one.jp/player/484235,,,,,,Shimizu Koto Blue Sharks (2021 - 2026),
Masaya Yamada,山田 雅也,SO,清水建設江東ブルーシャークス（2025-26）,171,82,1998.07.03,27,桐蔭学園高校,筑波大学,桐蔭学園高校 筑波大学,A,5,https://league-one.jp/player/484236,,,,,,Shimizu Koto Blue Sharks (2021 - 2026),
Reijiro Usui,臼井 礼二朗,SH,清水建設江東ブルーシャークス（2025-26）,171,75,1998.09.06,27,天理高校,天理大学,天理高校 天理大学,A,29,https://league-one.jp/player/484237,,,,,,Shimizu Koto Blue Sharks (2021 - 2026),
Yutaro Shirako,白子 雄太郎,No8,清水建設江東ブルーシャークス（2025-26）,184,98,1993.01.10,33,慶應義塾高校,慶應義塾大学,慶應義塾高校 慶應義塾大学,A,33,https://league-one.jp/player/484238,,,,,,Shimizu Koto Blue Sharks (2021 - 2026),
Ginjiro Hase,長谷 銀次朗,FL,清水建設江東ブルーシャークス（2025-26）,180,95,1998.08.04,27,御所実業高校,日本大学,御所実業高校 日本大学,A,23,https://league-one.jp/player/484239,,,,,,Shimizu Koto Blue Sharks (2021 - 2026),
Kodai Takahashi,高橋 広大,FL,清水建設江東ブルーシャークス（2025-26）,184,102,1998.05.09,27,桐蔭学園高校,明治大学,桐蔭学園高校 明治大学,A,22,https://league-one.jp/player/484240,,,,,,Not Found,
Haruki Matsudo,松土 治樹,FL,清水建設江東ブルーシャークス（2025-26）,180,96,1996.01.06,30,日川高校,専修大学,日川高校 専修大学,A,24,https://league-one.jp/player/484241,,,,,,Shimizu Koto Blue Sharks (2021 - 2026),
Suguru Hidaka,日高 駿,LO,清水建設江東ブルーシャークス（2025-26）,191,108,1990.02.15,36,筑紫高校,明治大学,筑紫高校 明治大学,A,24,https://league-one.jp/player/484242,,,,,,Shimizu Koto Blue Sharks (2021 - 2026),
Ryota Sakino,崎野 諒太,LO,清水建設江東ブルーシャークス（2025-26）,185,103,1990.02.05,36,小倉高校,筑波大学,小倉高校 筑波大学,A,8,https://league-one.jp/player/484243,,,,,,Shimizu Koto Blue Sharks (2021 - 2026),
Riki Tanaka,田中 利輝,FL,清水建設江東ブルーシャークス（2025-26）,176,95,1998.10.18,27,東海大仰星高校,京都産業大学,東海大仰星高校 京都産業大学,A,8,https://league-one.jp/player/484244,,,,,,Shimizu Koto Blue Sharks (2021 - 2026),
Kumpei Onishi,大西 訓平,HO,清水建設江東ブルーシャークス（2025-26）,177,100,1996.04.26,29,國學院久我山高校,筑波大学,國學院久我山高校 筑波大学,A,3,https://league-one.jp/player/484245,,,,,,Shimizu Koto Blue Sharks (2021 - 2026),
Naomichi Tatekawa,立川 直道,HO,清水建設江東ブルーシャークス（2025-26）,174,96,1988.10.31,37,天理高校,天理大学,天理高校 天理大学,A,44,https://league-one.jp/player/484246,,,,,,Shimizu Koto Blue Sharks (2021 - 2026),
Takatoshi Sugawara,菅原 崇聖,PR,清水建設江東ブルーシャークス（2025-26）,175,105,1987.03.13,38,函館ラ・サール高校,同志社大学,函館ラ・サール高校 同志社大学,A,26,https://league-one.jp/player/484247,,,,,,Shimizu Koto Blue Sharks (2021 - 2026),
Daiki Shimura,志村 太基,PR,清水建設江東ブルーシャークス（2025-26）,170,100,1995.09.06,30,桐蔭学園高校,成蹊大学,桐蔭学園高校 成蹊大学,A,16,https://league-one.jp/player/484248,,,,,,Shimizu Koto Blue Sharks (2021 - 2026),
Tom Rowe,トム ・ロウ,LO,清水建設江東ブルーシャークス（2025-26）,200,110,1991.02.21,34,Otago boys highschool,Otagouniversity,Otagoboyshighschool Otagouniversity,A,39,https://league-one.jp/player/484249,,,,,,Shimizu Koto Blue Sharks (2023 - 2026) -> Kyūshu Kyuden Voltex (2020 - 2023) -> Sunwolves (2020 - 2020) -> Kyūshu Kyuden Voltex (2019 - 2019) -> Sunwolves (2018 - 2019) -> Otago (2015 - 2018),
Shinya Nara,奈良 真弥,PR,清水建設江東ブルーシャークス（2025-26）,180,105,2001.08.31,24,秋田工業高校,天理大学,秋田工業高校 天理大学,A,5,https://league-one.jp/player/484250,,,,,,Shimizu Koto Blue Sharks (2023 - 2026),
Koyo Adachi,安達 航洋,LO,清水建設江東ブルーシャークス（2025-26）,190,107,2002.02.09,24,桐蔭学園高校,東京学芸大学,桐蔭学園高校 東京学芸大学,A,17,https://league-one.jp/player/484251,,,,,,Shimizu Koto Blue Sharks (2023 - 2026),
Tatsuya Kanetsuki,金築 達也,SH,清水建設江東ブルーシャークス（2025-26）,181,80,2001.08.09,24,報徳学園高校,関西学院大学,報徳学園高校 関西学院大学,A,18,https://league-one.jp/player/484252,,,,,,Shimizu Koto Blue Sharks (2023 - 2026),
Maito Matsuo,松尾 磨人,SH,清水建設江東ブルーシャークス（2025-26）,173,78,2001.07.02,24,TheSouthportSchool,同志社大学,TheSouthportSchool 同志社大学,A,0,https://league-one.jp/player/484253,,,,,,Shimizu Koto Blue Sharks (2024 - 2026),
Sione Talitui,シオネ ・タリトゥイ,FL,清水建設江東ブルーシャークス（2025-26）,187,110,1998.01.24,28,Auckland Grammar School,,Auckland Grammar School,C,1,https://league-one.jp/player/485527,,,,,,Not Found,
Kauvaka Kaivelata,カウヴァカ ・カイヴェラタ,PR,コベルコ神戸スティーラーズ（2025-26）,187,124,2002.07.11,23,ウェスリーカレッジ,,ウェスリーカレッジ,B,14,https://league-one.jp/player/483937,,,,,,Kobelco Kobe Steelers (2024 - 2026) -> Counties Manukau Steelers (2024 - 2024) -> Chiefs (2024 - 2024) -> Counties Manukau Steelers (2023 - 2023) -> Chiefs (2023 - 2023) -> Counties Manukau Steelers (2021 - 2023),
Charles Piutau,チャールズ ・ピウタウ,CTB,静岡ブルーレヴズ（2025-26）,186,102,1991.10.31,34,ウェズレイカレッジ,,ウェズレイカレッジ,C,31,https://league-one.jp/player/484189,,,NZ代表(17),,,Shizuoka Blue Revs (2023 - 2026) -> Bristol Bears (2018 - 2023) -> Ulster Rugby (2016 - 2018) -> Wasps (2015 - 2016) -> Blues (2013 - 2015),
Yuta Tokunaga,徳永 優太,UTB,豊田自動織機シャトルズ愛知（2025-26）,174,90,2002.12.19,23,佐賀工業高校,日本大学,佐賀工業高校 日本大学,A,0,https://league-one.jp/player/484394,,,,,,Toyota Industries Shuttles Aichi (2025 - 2026) -> Nihon University (2024 - 2025),
Kei Sato,佐藤 慶,HO,豊田自動織機シャトルズ愛知（2025-26）,169,100,1997.01.27,29,天理高校,天理大学,天理高校 天理大学,A,17,https://league-one.jp/player/484395,,,U23('17),,,Toyota Industries Shuttles Aichi (2021 - 2026),
Fritz Jahnke-Tavana,フリッツ ・ヤンケタヴァナ,LO,豊田自動織機シャトルズ愛知（2025-26）,201,116,2003.08.06,22,ウェバリーカレッジ,,ウェバリーカレッジ,B,3,https://league-one.jp/player/484409,,,,,,Not Found,
Tulimafua Mahola Tupou,トゥリマフア ・マホラ・トゥポウ,CTB,豊田自動織機シャトルズ愛知（2025-26）,185,105,2004.10.25,21,日本航空石川高校,天理大学,日本航空石川高校 天理大学,A,0,https://league-one.jp/player/484397,,,,,,Not Found,
Lachlan Osborne,ロックラン ・オズボーン,LO,豊田自動織機シャトルズ愛知（2025-26）,194,115,1999.09.01,26,キャンベラグラマースクール,キャンベラ大学,キャンベラグラマースクール キャンベラ大学,A,10,https://league-one.jp/player/484398,,,,,,Toyota Industries Shuttles Aichi (2025 - 2026) -> Tokyo Sungoliath (2024 - 2025) -> Skyactivs Hiroshima (2021 - 2024),
Sora Roland Alaiasa,アライアサ 空ローランド,FB,豊田自動織機シャトルズ愛知（2025-26）,178,92,1995.07.10,30,ケルストンボーイズ,立正大学,ケルストンボーイズ高校 立正大学,A,31,https://league-one.jp/player/484399,,,,,,Not Found,
Pepesana Patafilo,ペペサナ ・パタフィロ,CTB,九州電力キューデンヴォルテクス（2025-26）,181,96,1996.05.29,29,ウエリントンカレッジ,,ウエリントンカレッジ,B,3,https://league-one.jp/player/483681,,,,,,Kyūshu Kyuden Voltex (2025 - 2026) -> Moana Pasifika (2024 - 2025) -> Wellington Lions (2024 - 2024) -> Moana Pasifika (2024 - 2024) -> Wellington Lions (2023 - 2023) -> Moana Pasifika (2023 - 2023) -> Wellington Lions (2023 - 2023) -> Crusaders (2023 - 2023) -> Wellington Lions (2022 - 2022) -> Crusaders (2022 - 2022) -> Wellington Lions (2022 - 2022) -> Hurricanes (2022 - 2022) -> Wellington Lions (2021 - 2021) -> Hurricanes (2021 - 2021) -> Wellington Lions (2021 - 2021) -> Hurricanes (2021 - 2021) -> Wellington Lions (2020 - 2020) -> Hurricanes (2020 - 2020) -> Wellington Lions (2018 - 2020) -> Waikato Mooloos (2017 - 2018),
Daito Tone,登根 大斗,SH,豊田自動織機シャトルズ愛知（2025-26）,165,72,2002.07.03,23,御所実業高校,明治大学,御所実業高校 明治大学,A,0,https://league-one.jp/player/484401,,,,,,Toyota Industries Shuttles Aichi (2025 - 2026) -> Meiji University (2024 - 2025),
Daishi Nyui,乳井 大士,PR,豊田自動織機シャトルズ愛知（2025-26）,168,109,2003.04.01,22,中部大春日丘高校,京都産業大学,中部大学春日丘高校 京都産業大学,A,0,https://league-one.jp/player/484402,,,,,,Toyota Industries Shuttles Aichi (2025 - 2026) -> Kyoto Sangyo University (2024 - 2025),
Kazushi Murata,村田 和志,HO,豊田自動織機シャトルズ愛知（2025-26）,171,93,2002.04.22,23,京都成章高校,東海大学,京都成章高校 東海大学,A,0,https://league-one.jp/player/484403,,,,,,Toyota Industries Shuttles Aichi (2025 - 2026) -> Tokai University (2024 - 2025),
Siale Otuhouma,シアレ ・オトゥホウマ,PR,豊田自動織機シャトルズ愛知（2025-26）,178,108,2002.05.15,23,東海大福岡高校,東海大学,東海大付属福岡高校 東海大学,A,3,https://league-one.jp/player/484404,,,,,,Toyota Industries Shuttles Aichi (2024 - 2026),
Sebastian Boshoff,セバスチャン ・ボショフ,CTB,豊田自動織機シャトルズ愛知（2025-26）,180,88,2002.07.23,23,パールボーイズハイスクール,山梨学院大学,パールボーイズハイスクール 山梨学院大学,A,0,https://league-one.jp/player/484405,,,,,,Toyota Industries Shuttles Aichi (2025 - 2026) -> Yamanashi Gakuin University (2024 - 2025),
Kento Grateley,グレイトリー 献人,FB,豊田自動織機シャトルズ愛知（2025-26）,183,82,2005.11.11,20,中部大春日丘高校,,中部大学春日丘高校,A,0,https://league-one.jp/player/484406,,,,,,Toyota Industries Shuttles Aichi (2024 - 2026),
Tom Florence,トム ・フローレンス,No8,豊田自動織機シャトルズ愛知（2025-26）,190,109,1998.05.20,27,ニュープリマスボーイズ,ワイカト大学,ニュープリマスボーイズ ワイカト大学,B,1,https://league-one.jp/player/484407,,,,,,Toyota Industries Shuttles Aichi (2024 - 2026) -> NOLA Gold (2024 - 2024) -> Chiefs (2024 - 2024) -> NOLA Gold (2023 - 2023) -> Chiefs (2023 - 2023) -> Taranaki Bulls (2023 - 2023) -> NOLA Gold (2023 - 2023) -> Taranaki Bulls (2022 - 2022) -> NOLA Gold (2022 - 2022) -> Taranaki Bulls (2022 - 2022) -> Chiefs (2022 - 2022) -> Taranaki Bulls (2021 - 2021) -> Chiefs (2021 - 2021) -> Taranaki Bulls (2021 - 2021) -> Chiefs (2021 - 2021) -> Taranaki Bulls (2020 - 2020) -> Chiefs (2020 - 2020) -> Taranaki Bulls (2020 - 2020) -> Highlanders (2020 - 2020) -> Taranaki Bulls (2019 - 2019) -> Highlanders (2019 - 2019) -> Taranaki Bulls (2016 - 2019),
Isileli Manu,イシレリ ・マヌ,No8,豊田自動織機シャトルズ愛知（2025-26）,191,120,1999.07.20,26,ディルワース,,ディルワース高校,A,36,https://league-one.jp/player/484408,,,,,,Not Found,
Richmond Tongatama,リッチモンド ・トンガタマ,HO,静岡ブルーレヴズ（2025-26）,188,121,1996.07.06,29,オタフフカレッジ,帝京大学,オタフフカレッジ 帝京大学,A,42,https://league-one.jp/player/484166,,,,,,Shizuoka Blue Revs (2022 - 2026),
Josua Kerevi,ケレビ ジョシュア,UTB,豊田自動織機シャトルズ愛知（2025-26）,190,105,1992.06.18,33,ナタンブア,天理大学,ナタンブア高校 天理大学,A,39,https://league-one.jp/player/484410,,,セブンズ日本(11),,,Toyota Industries Shuttles Aichi (2021 - 2026),
Tiaan Thomaswheeler,ティアン ・トーマスウィーラー,CTB,豊田自動織機シャトルズ愛知（2025-26）,193,101,1999.11.19,26,Llangawtg,NeathPortTalbotGroups,Llangawtg NeathPortTalbotGroups,B,22,https://league-one.jp/player/484411,,,,,,Not Found,
Taisei Okamoto,岡本 泰斉,SH,豊田自動織機シャトルズ愛知（2025-26）,173,77,2001.01.30,25,中部大春日丘高校,帝京大学,中部大学春日丘高校 帝京大学,A,4,https://league-one.jp/player/484412,,,,,,Toyota Industries Shuttles Aichi (2022 - 2026),
Daigo Doi,土居 大吾,CTB,豊田自動織機シャトルズ愛知（2025-26）,178,93,2000.11.23,25,流通経済大学付属柏高校,流通経済大学,流通経済大学付属柏高校 流通経済大学,A,11,https://league-one.jp/player/484413,,,,,,Toyota Industries Shuttles Aichi (2024 - 2026),
Seta Naivaluwaqa,ナイバルワガ セタ,LO,豊田自動織機シャトルズ愛知（2025-26）,187,103,2001.01.09,25,秋田工業高校,天理大学,秋田工業高校 天理大学,A,23,https://league-one.jp/player/484414,,,,,,Toyota Industries Shuttles Aichi (2022 - 2026),
Keita Ichikawa,市川 敬太,CTB,豊田自動織機シャトルズ愛知（2025-26）,172,83,1998.10.10,27,日新高校,天理大学,日新高校 天理大学,A,21,https://league-one.jp/player/484415,,,,,,Toyota Industries Shuttles Aichi (2022 - 2026),
James Mollentze,ジェームズ ・モレンツェ,CTB,豊田自動織機シャトルズ愛知（2025-26）,181,91,1999.07.08,26,アウテニクア,フリーステート大学,アウテニクア高校 フリーステート大学,B,39,https://league-one.jp/player/484416,,,,,,Toyota Industries Shuttles Aichi (2022 - 2026) -> Golden Lions (2021 - 2022) -> Lions Rugby (2019 - 2021) -> Free State Cheetahs (2018 - 2019),
James Gaskell,ジェームズ ・ガスケル,LO,豊田自動織機シャトルズ愛知（2025-26）,201,117,1990.05.20,35,SandbachSchool,Setantacollege,SandbachSchool Setantacollege,C,35,https://league-one.jp/player/484417,,,,,,Toyota Industries Shuttles Aichi (2022 - 2026) -> Wasps (2014 - 2022) -> Sale Sharks (2013 - 2014),
Ryota Fukamura,深村 亮太,PR,豊田自動織機シャトルズ愛知（2025-26）,186,125,1993.07.23,32,佐賀工業高校,帝京大学,佐賀工業高校 帝京大学,A,37,https://league-one.jp/player/484418,,,,,,Toyota Industries Shuttles Aichi (2022 - 2026) -> Toshiba Brave Lupus Tokyo (2021 - 2022),
Atsushi Yumoto,湯本 睦,SH,豊田自動織機シャトルズ愛知（2025-26）,165,70,1994.05.02,31,東海大大阪仰星高校,東海大学,東海大学付属大阪仰星高校 東海大学,A,30,https://league-one.jp/player/484419,,,高校('12),,,Toyota Industries Shuttles Aichi (2022 - 2026) -> Urayasu D-Rocks (2021 - 2022),
Nagito Uno,鵜野 凪斗,HO,豊田自動織機シャトルズ愛知（2025-26）,181,100,2003.07.12,22,御所実業高校,,奈良県立御所実業高校,A,0,https://league-one.jp/player/484420,,,,,,Toyota Industries Shuttles Aichi (2022 - 2026),
Hiroto Ogasahara,小笠原 寛人,WTB,豊田自動織機シャトルズ愛知（2025-26）,184,95,1999.06.17,26,尼崎高校,大阪産業大学,市立尼崎高校 大阪産業大学,A,7,https://league-one.jp/player/484421,,,,,,Toyota Industries Shuttles Aichi (2022 - 2026),
Tama Kapene,タマ ・カペネ,FL,豊田自動織機シャトルズ愛知（2025-26）,187,110,1999.05.03,26,スコッツ,流通経済大学,スコッツ高校 流通経済大学,A,28,https://league-one.jp/player/484422,,,,,,Toyota Industries Shuttles Aichi (2022 - 2026),
Harutomo Kodera,小寺 晴大,PR,豊田自動織機シャトルズ愛知（2025-26）,184,125,1998.09.17,27,関西学院高等部,関西学院大学,関西学院高等部 関西学院大学,A,18,https://league-one.jp/player/484423,,,,,,Toyota Industries Shuttles Aichi (2021 - 2026),
Akito Fujinami,藤浪 輝人,HO,豊田自動織機シャトルズ愛知（2025-26）,170,95,1995.08.31,30,伏見工業高校,天理大学,伏見工業高校 天理大学,A,32,https://league-one.jp/player/484424,,,,,,Toyota Industries Shuttles Aichi (2021 - 2026),
Naoya Ishibashi,石橋 尚也,PR,豊田自動織機シャトルズ愛知（2025-26）,173,103,1996.08.25,29,近畿大学附属高校,近畿大学,近大付属高校 近畿大学,A,3,https://league-one.jp/player/484425,,,,,,Toyota Industries Shuttles Aichi (2022 - 2026),
Yamato Matsuoka,松岡 大和,FL,豊田自動織機シャトルズ愛知（2025-26）,178,94,1998.05.31,27,甲南高校,天理大学,甲南高校 天理大学,A,29,https://league-one.jp/player/484426,,,,,,Toyota Industries Shuttles Aichi (2021 - 2026),
Hiroaki Saito,齊藤 大朗,WTB,豊田自動織機シャトルズ愛知（2025-26）,181,92,1999.02.05,27,桐蔭学園高校,明治大学,桐蔭学園高校 明治大学,A,8,https://league-one.jp/player/484427,,,,,,Toyota Industries Shuttles Aichi (2021 - 2026),
Takumi Suzuki,鈴木 匠,FB,豊田自動織機シャトルズ愛知（2025-26）,184,89,1998.09.02,27,札幌山の手高校,大東文化大学,札幌山の手高校 大東文化大学,A,9,https://league-one.jp/player/484428,,,,,,Toyota Industries Shuttles Aichi (2023 - 2026),
Go Nakano,中野 豪,WTB,豊田自動織機シャトルズ愛知（2025-26）,170,85,1996.12.09,29,常翔啓光学園高校,天理大学,常翔啓光学園高校 天理大学,A,34,https://league-one.jp/player/484429,,,,,,Toyota Industries Shuttles Aichi (2021 - 2026),
Takumi Sue,末 拓実,SH,豊田自動織機シャトルズ愛知（2025-26）,165,66,1998.03.08,27,長崎北陽台高校,帝京大学,長崎北陽台高校 帝京大学,A,24,https://league-one.jp/player/484430,,,"U20,U23('17)",,,Toyota Industries Shuttles Aichi (2021 - 2026),
